progetto,proponente,procedura,info,doc,link_info,link_doc,stato_procedura,id,scadenza_osservazioni,avvio_istanza,province,comuni,regioni,tipologia
Interporto di Battipaglia - 2° lotto funzionale,Salerno Interporto S.p.A.,Verifica di Ottemperanza (Legge Obiettivo 443/2001),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/229,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/229/268,Conclusa,268,,2007-08-02,Salerno,Battipaglia,Campania,Interporti
Variante al metanodotto nel progetto di ripotenziamento della Centrale termoelettrica di Villa di Serio,Italgen - Italcementi Group,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/112,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/112/143,Conclusa,143,2007-09-10,2007-07-27,Bergamo,"Chiuduno, Pedrengo, Seriate, Scanzorosciate, Brusaporto, Bagnatica, Torre de",Lombardia,Centrali
Conversione in campo di stoccaggio di gas naturale dei giacimenti di Grottole/Ferrandina e Pisticci,Geogastock S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/115,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/115/145,Conclusa,145,2008-04-13,2007-07-25,Matera,"Ferrandina, Salandra, Pisticci",Basilicata,Impianti di stoccaggio
Raffineria di Mantova: Interventi di adeguamento degli impianti in attuazione della Direttiva Auto Oil ed ai fini del miglioramento dell'efficienza del recupero di zolfo,I.E.S. Italiana Energia e Servizi S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/148,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/148/178,Conclusa,178,2007-08-06,2007-07-09,Mantova,Mantova,Lombardia,Raffinerie
Impianto idroelettrico Ulivastraia sul fiume Ombrone,Società idroelettrica Maremmana Srl,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/596,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/596/809,Conclusa,809,,2007-07-03,Grosseto,"Campagnatico, Cinigiano",Toscana,Impianti idroelettrici
Tratta AV/AC Bologna-Firenze - Varianti minori ed adiacenti la tretta connesse alla sicurezza ed all'esercizio ferroviario,TAV S.p.A.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/621,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/621/838,Conclusa,838,,2007-07-02,Firenze,"Bologna, Firenze","Emilia Romagna, Toscana",Opere ferroviarie
Ammodernamento e adeguamento impianto GNL di Panigaglia (SP),GNL Italia S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/110,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/110/141,Conclusa,141,2007-07-19,2007-06-21,La Spezia,Portovenere,Liguria,Impianti di rigassificazione
Progetto di Risanamento Ambientale della Centrale Esistente di Marghera Levante in Comune di Venezia - Installazione di Nuova Torre di Raffreddamento,EDISON S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/108,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/108/139,Conclusa,139,2007-06-29,2007-05-31,Venezia,Venezia,Veneto,Centrali
Variante al progetto del Porto di Licata Marina di Cala del Sole (AG),Società iniziative Immobiliari SpA,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/624,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/624/842,Conclusa,842,,2007-05-31,Agrigento,Licata,Sicilia,Opere portuali e vie navigabili
Porto dell'Arenella completamento funzionale,Società Nautica Tramuto,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/630,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/630/847,Conclusa,847,,2007-05-23,Palermo,Palermo,Sicilia,Opere portuali e vie navigabili
Perforazione del pozzo esplorativo denominato Cassiopea 1 dir nell'ambito del permesso di ricerca G.R14.AG,ENI Divisione Exploration & Production,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/636,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/636/853,Conclusa,853,,2007-05-14,Agrigento,Licata,Sicilia,Ricerca idrocarburi
Perforazione del pozzo esplorativo denominato Argo 2 nell'ambito del permesso di ricerca G.R13.AG,ENI Divisione Exploration & Production,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/637,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/637/854,Conclusa,854,,2007-05-14,Agrigento,Licata,Sicilia,Ricerca idrocarburi
Centrale di Gorizia Potenziamento della centrale da 49.9 a 57.3 MWe,Elettrogorizia S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/99,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/99/133,Conclusa,133,2007-05-30,2007-04-20,Gorizia,Gorizia,Friuli Venezia Giulia,Centrali
Programma dei lavori collegato al Permesso di ricerca per idrocarburi a mare denominato d349 C.R.-MD,MEDOIL Plc,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/236,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/236/275,Conclusa,275,,2007-04-18,Nessuna provincia,Nessun comune,Sicilia,Ricerca idrocarburi
Realizzazione della linea AV/AC Firenze - Bologna - Ritombamento del ramo b) della finestra Carlone,TAV S.p.A.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/615,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/615/831,Conclusa,831,,2007-04-17,Firenze,"Bologna, Firenze","Emilia Romagna, Toscana",Opere ferroviarie
Programma dei lavori collegato al permesso di ricerca idrocarburi a mare denominato d350 C.R.-MD,MEDOIL Plc,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/247,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/247/286,Conclusa,286,,2007-04-04,Nessuna provincia,Nessun comune,Sicilia,Ricerca idrocarburi
Porto di Livorno Approdo turistico nel Porto Mediceo e Darsena Nuova del porto commerciale,Autorità Portuale di Livorno,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/98,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/98/132,Conclusa,132,2007-05-06,2007-03-30,Livorno,Livorno,Toscana,Opere portuali e vie navigabili
S.S. 4 Salaria - Lavori di adeguamento a 4 corsie del tratto da Passo Corese a Rieti,ANAS S.p.A.,Valutazione Impatto Ambientale (Legge Obiettivo 443/2001),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/97,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/97/131,Conclusa,131,2007-09-19,2007-03-29,Roma,"Monteleone Sabino, Poggio Nativo, Poggio San Lorenzo, Frasso Sabino, Scandriglia, Casaprota, Rieti, Poggio Moiano, Torricella in Sabina, Montelibretti, Nerola, Fara in Sabina",Lazio,Opere stradali
Raffineria di Cremona - Adeguamento impianti Progetto Autoil 2,Tamoil Raffinazione S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/121,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/121/150,Conclusa,150,2007-04-29,2007-03-27,Cremona,Cremona,Lombardia,Raffinerie
Centrale elettrica di cogenerazione in ciclo combinato alimentata a gas naturale di potenza complessiva di 240MWe (430MWt) sita all'interno della Raffineria ENI Divisione Refining & Marketing di Taranto,Enipower S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/117,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/117/146,Conclusa,146,2007-04-25,2007-03-26,Taranto,Taranto,Puglia,Centrali
Raffineria di Taranto - ampliamento della capacità di lavorazione da 6.5 a 11 milioni di t/anno,ENI S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/119,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/119/147,Conclusa,147,2007-04-20,2007-03-20,Taranto,Taranto,Puglia,Raffinerie
Incremento alla massima capacità produttiva dell'impianto DL 1/2 ubicato nel complesso petrolchimico di Porto Marghera (VE),Syndial S.p.A.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/659,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/659/877,Conclusa,877,,2007-03-09,Venezia,Venezia,Veneto,Impianti chimici integrati
Riassetto idrogeologico e mitigazione dei rischi naturali presenti in Val Torreggio,Regione Lombardia - Giunta Regionale Direzione Generale,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/123,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/123/152,Conclusa,152,2007-03-25,2007-02-23,Sondrio,Torre di Santa Maria,Lombardia,Opere idrauliche
Centrale di Teverola - Potenziamento della centrale di cogenerazione a ciclo combinato di Teverola (CE),Centro Energia Teverola S.p.a.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/122,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/122/151,Conclusa,151,2007-03-12,2007-02-09,Caserta,Teverola,Campania,Centrali
Terminale offshore Porto Viro - Isola artificiale temporanea antistante lo Scanno del Palo di Boccasette,Terminale GNL Adriatico S.r.l. - Milano,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/93,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/93/129,Conclusa,129,2007-03-12,2007-02-02,Rovigo,Porto Viro,Veneto,Terminali marittimi
Trasferimento distributore carburante per natanti da diporto nella banchina turistica Edrisi del Porto di Mazara del Vallo,Ditta Pinta Zottolo SpA,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/673,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/673/895,Conclusa,895,,2007-01-17,Trapani,Mazara del Vallo,Sicilia,Opere portuali e vie navigabili
Metanodotto Menfi-Agrigento DN 1200 (48'') 54.620 Km.,SNAM RETE GAS S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/129,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/129/158,Conclusa,158,2007-02-10,2007-01-15,Agrigento,"Menfi, Ribera, Cattolica Eraclea, Agrigento, Sciacca, Caltabellotta",Sicilia,Metanodotti
Impianto chimico integrato sito nel Comune di Bussi sul Tirino (PE) - Sostituzione delle celle a mercurio con celle a membrana negli impianti esistenti,Solvay Chimica Bussi SpA,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/657,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/657/875,Conclusa,875,,2006-12-29,Pescara,Bussi sul Tirino,Abruzzo,Impianti chimici integrati
Raffineria di Roma - Adeguamento dell'impianto di desolforazione del gasolio (HDS),Raffineria di Roma S.p.A,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/182,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/182/217,Conclusa,217,,2006-12-27,Roma,Roma,Lazio,Raffinerie
Stoccaggio di gas naturale in giacimento di idrocarburi da denominarsi Sinarca Stoccaggio,Gas Plus Italiana S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/125,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/125/154,Conclusa,154,2007-01-26,2006-12-21,Campobasso,"Montecilfone, Palata, Guglionesi, Montenero di Bisaccia",Molise,Impianti di stoccaggio
Linea ferroviaria Pisa-Livorno Scavalco ferroviario in località Bivio Mortellini a Pisa,RFI - Direzione Compartimentale Infrastrutture Firenze,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/127,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/127/156,Conclusa,156,2007-01-14,2006-12-11,Pisa,Pisa,Toscana,Opere ferroviarie
Metanodotto di interconnessione Grecia-Italia (IGI) - Progetto Poseidon Tratto Italia,EDISON S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/200,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/200/236,Conclusa,236,2010-03-09,2006-12-04,Lecce,Otranto,Puglia,Metanodotti
Perforazione del pozzo esplorativo denominato Ombrina Mare 2 nell'ambito del permesso di ricerca B.R. 269 G.C.,Società Independent Più s.r.l.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/640,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/640/857,Conclusa,857,,2006-11-06,Chieti,Ortona,Abruzzo,Ricerca idrocarburi
Lavori di escavazione dei fondali del Porto di Sciacca (AG),Regione Siciliana Assessorato Regionale per i lavori Pubblici,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/655,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/655/872,Conclusa,872,,2006-10-30,Agrigento,Sciacca,Sicilia,Opere portuali e vie navigabili
Nuovo casello di Castelveltro - Raccordo autostradale con la S.S.10 Padana inferiore e completamento bretella autostradale tra S.S.10 e S.S.234,Autostrade Centro Padane S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/130,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/130/159,Conclusa,159,,2006-10-27,Piacenza,Castelvetro Piacentino,Emilia Romagna,Opere stradali
Impianto di stoccaggio. trattamento. recupero e smaltimento di rifiuti speciali pericolosi e non pericolosi anche tossici e nocivi sito in località Fondi ad Agnosine (BS) - Variante strutturale,Vallesabbia Servizi S.r.l.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/572,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/572/751,Conclusa,751,2007-01-19,2006-10-26,Brescia,Agnosine,Lombardia,Impianti di smaltimento e recupero rifiuti
Centrale termoelettrica da 400 MWe e relative opere connesse da realizzarsi nei comuni di Irsina e Grottole (MT),Bradano Energia S.r.l.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/136,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/136/165,Conclusa,165,2006-11-20,2006-10-23,Matera,"Grottole, Irsina",Basilicata,Centrali
Terminale di rigassificazione GNL di Porto Empedocle (AG): adeguamento opere marittime portuali connesse alla realizzazione dell'impianto,Nuove Energie S.r.l.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/134,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/134/163,Conclusa,163,2006-11-10,2006-10-12,Agrigento,Porto Empedocle,Sicilia,Impianti di rigassificazione
Centrale Termoelettrica di Ortona (CH) - Trasformazione dell'assetto impiantistico della centrale da ciclo combinato a ciclo aperto con eliminazione della sezione vapore e relativi accessori,Odoardo Zecca srl,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/644,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/644/861,Conclusa,861,,2006-09-18,Chieti,Ortona,Abruzzo,Centrali
Impianto di stoccaggio sotterraneo di gas naturale in struttura geologica naturale porosa - area di Rivara (MO),ERG Rivara Storage Srl (GIA' Indipendent Gas Management S.r.l.),Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/282,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/282/399,Conclusa,399,2009-10-01,2006-09-08,Modena,"San Felice sul Panaro, Crevalcore, Camposanto",Emilia Romagna,Impianti di stoccaggio
Progetto di variante per incremento del 25% della capacità produttiva dell'Impianto di rifiuti tossici nocivi di Lanzè di Quinto Vicentino (VI),Fortom Chimica Srl,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/627,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/627/844,Conclusa,844,,2006-09-05,Vicenza,Quinto Vicentino,Veneto,Impianti di smaltimento e recupero rifiuti
Discarica per rifiuti pericolosi (ex 2C) nel comune di Ferrandina (MT),Basento Ambiente S.r.l.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/553,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/553/662,Conclusa,662,,2006-08-01,Matera,Ferrandina,Basilicata,Impianti di smaltimento e recupero rifiuti
Centrale eolica off-shore per la produzione di energia di fronte alla costa di Termoli,EffEventi S.r.l.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/132,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/132/161,Conclusa,161,2007-09-04,2006-08-01,Campobasso,Termoli,Molise,Impianti eolici offshore
Autostrada A4 Milano-Bergamo-Brescia tratto barriera Milano est- Bergamo Nuovo svincolo e stazione di Dalmine,Autostrade per l'Italia S.p.A.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/1152,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/1152/1467,Conclusa,1467,,2006-07-27,Milano,Dalmine,Lombardia,Opere stradali
Raffineria di Taranto - Integrazione di una unità Hydrocracking nell'esistente RHU,Eni S.p.A. Divisione Refining & Marketing,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/652,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/652/869,Conclusa,869,,2006-07-18,Taranto,Taranto,Puglia,Raffinerie
Centrale termoelettrica a ciclo combinato della potenza complessiva di circa 580 MWe presso il sito industriale di Falconara Marittima (AN),API Raffineria Ancona,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/141,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/141/171,Conclusa,171,2006-07-28,2006-07-12,Ancona,"Montemarciano, Falconara Marittima, Monte San Vito, Chiaravalle",Marche,Centrali
Modifica con ampliamento delle attività e delle categorie di rifiuti trattati. completamento degli impianti in fase realizzativa. incluso l'impianto di inertizzazione. realizzazione di un nuovo impianto di termovalorizzazione ed esercizio delle operazioni connesse con produzione di 6 MW di energia elettrica. riorganizzazione e adeguamento dell'esistente impianto di recupero e smaltimento di rifiuti speciali non pericolosi e pericolosi. sito nei comuni Sannazzaro de' Burgondi e Ferrera Erbognone (PV),C.R. S.r.l.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/139,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/139/169,Conclusa,169,2006-10-09,2006-07-10,Pavia,"Ferrera Erbognone, Sannazzaro de",Lombardia,Impianti di smaltimento e recupero rifiuti
Permesso di ricerca idrocarburi d22 GR-NP,NORTHERN PETROLEUM Ltd,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/688,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/688/911,Conclusa,911,,2006-06-20,Nessuna provincia,Nessun comune,Nessuna regione,Ricerca idrocarburi
Permesso di riceca idrocarburi d24 GR-NP,NORTHERN PETROLEUM Ltd,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/689,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/689/913,Conclusa,913,,2006-06-20,Nessuna provincia,Nessun comune,Nessuna regione,Ricerca idrocarburi
Permesso di ricerca idrocarburi d23 GR-NP,NORTHERN PETROLEUM Ltd,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/691,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/691/915,Conclusa,915,,2006-06-20,Nessuna provincia,Nessun comune,Nessuna regione,Ricerca idrocarburi
Permesso di ricerca idrocarburi d21 GR-NP,NORTHERN PETROLEUM Ltd,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/694,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/694/918,Conclusa,918,,2006-06-20,Nessuna provincia,Nessun comune,Nessuna regione,Ricerca idrocarburi
Modifiche in corso d'opera della Centrale Termoelettrica nel Comune di Scandale (KR),Eurosviluppo Elettrica,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/667,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/667/889,Conclusa,889,,2006-06-15,Crotone,Scandale,Calabria,Centrali
Variante generale al Piano Regolatore Portuale del Porto di Monfalcone,"Capitaneria di Porto di Monfalcone - Sezione Demanio, Ambiente e Contenzioso - Titolare o suo Delegato",Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/135,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/135/164,Conclusa,164,2006-10-27,2006-06-13,Gorizia,Monfalcone,Friuli Venezia Giulia,Opere portuali e vie navigabili
Risanamento ambientale della Centrale di Marghera Azotati (VE),Edison S.p.A.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/648,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/648/865,Conclusa,865,,2006-06-12,Venezia,Venezia,Veneto,Centrali
Torre petrolifera di Civitavecchia (RM) - Attività di carico di navi cisterna,Compagnia Italpetroli S.p.A.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/651,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/651/868,Conclusa,868,,2006-06-09,Roma,Civitavecchia,Lazio,Terminali marittimi
Sostituzione e ripristino della condotta sottomarina che collega il campo boe alla diga foranea del porto Isola e alla raffineria di Gela,Raffineria di Gela,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/150,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/150/180,Conclusa,180,2006-07-16,2006-06-09,Caltanissetta,Gela,Sicilia,Raffinerie
Raccordo autostradale Campogalliano-Sassuolo di collegamento tra la A22 e la S.S.467 Pedemontana,ANAS S.p.A.,Verifica di Ottemperanza (Legge Obiettivo 443/2001),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/38,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/38/55,Conclusa,55,,2006-05-26,Reggio Emilia,"Formigine, Sassuolo, Rubiera, Modena, Campogalliano",Emilia Romagna,Opere stradali
Nuovo svincolo di Quinto Stampi sulla Tangenziale Ovest di Milano,Comune di Rozzano - Direzione di Linea Programmazione del Territorio,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/653,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/653/870,Conclusa,870,,2006-05-16,Milano,Rozzano,Lombardia,Opere stradali
Varianti sostanziali e di aumento della capacità di stoccaggio e trattamento dei rifiuti dell'impianto della Eureco S.r.l. a Paderno Dugnano (MI),EURECO srl - European Ecology International,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/144,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/144/174,Conclusa,174,2006-07-01,2006-05-02,Milano,Paderno Dugnano,Lombardia,Impianti di smaltimento e recupero rifiuti
Centrale di Piacenza - Nuovo assetto di funzionamento in post-combustione non vincolato al teleriscaldamento comune di Piacenza (PC),EDIPOWER S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/628,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/628/845,Conclusa,845,,2006-04-21,Piacenza,Piacenza,Emilia Romagna,Centrali
Completamento funzionale variante esterna alla città di Lecce dall'innesto S.S.613 all'innesto alla S.S.16 con adeguamento alla sezione III CNR,ANAS S.p.A. Compartimento della Viabilità della Puglia,Verifica di Attuazione (Legge Obiettivo 443/2001),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/22,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/22/33,Conclusa,33,,2003-04-02,Lecce,Lecce,Puglia,Opere stradali
Realizzazione di una unità di Deasphalting e Hydrocraking presso la Raffineria di Sannazzaro de' Burgondi (PV),Eni S.p.A. Divisione Refining & Marketing,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/662,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/662/883,Conclusa,883,,2006-04-12,Pavia,Sannazzaro de,Lombardia,Raffinerie
Corridoio di viabilità autostradale dorsale Civitavecchia-Orte-Mestre: tratta E45-E55 (Orte-Mestre),ANAS S.p.A.,Valutazione Impatto Ambientale (Legge Obiettivo 443/2001),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/82,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/82/110,Conclusa,110,2006-05-06,2006-04-07,Terni,"Torgiano, Correzzola, Taglio di Po, Adria, Bagno di Romagna, Acquasparta, San Gemini, Sant","Lazio, Emilia Romagna, Umbria, Toscana, Veneto",Opere stradali
Modifiche in corso di opera del progetto gia autorizzato con DEC-VIA-2003-725 del 28/11/2003 della Centrale di Leinì (TO),ACEA ELECTRABEL PRODUZIONE SpA,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/679,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/679/902,Conclusa,902,,2006-04-06,Torino,Leini,Piemonte,Centrali
Riqualificazione della centrale del teleriscaldamento Lamarmora di Brescia,ASM Brescia S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/147,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/147/177,Conclusa,177,2006-05-02,2006-04-05,Brescia,Brescia,Lombardia,Centrali
Progetto di variante per adeguamento ai criteri di sicurezza in galleria della tratta AV/AC Bologna-Firenze,TAV S.p.A.,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/704,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/704/931,Conclusa,931,,2006-04-03,Firenze,"Bologna, Firenze","Emilia Romagna, Toscana",Opere ferroviarie
