progetto,proponente,procedura,info,doc,link_info,link_doc,stato_procedura,id,scadenza_osservazioni,avvio_istanza,province,comuni,regioni,tipologia
Parco Eolico denominato Luogosanto composto da 14 aerogeneratori e relative opere di connessione. per una potenza complessiva di 95.2 MW. localizzato nel Comune di Luogosanto (SS),Myt Eolo 1 S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10719,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10719/15968,Verifica amministrativa,15968,,2024-03-01,Sassari,Luogosanto,Sardegna,Impianti eolici onshore
Progetto di un impianto agrivoltaico denominato PORTIERE STELLA. di potenza di pari a 27.014 MWp e delle relative opere di connessione alla RTN. da realizzarsi nel comune di Paternò (CT). in C.da Portiere Stella.,CHUB 2 S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10714,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10714/15962,Verifica amministrativa,15962,,2024-02-29,Catania,Paterno,Sicilia,Fotovoltaici
Impianto eolico composto da 6 aerogeneratori con potenza complessiva di 36 MW e relative opere di connessione. denominato Su Casteddu. localizzato nel Comune di Ussassai (NU),D&D COSTRUZIONI S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10718,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10718/15967,Verifica amministrativa,15967,,2024-02-29,Sud Sardegna,"Ussassai, Escalaplano, Esterzili",Sardegna,Impianti eolici onshore
Progetto di un parco eolico off-shore per la produzione di energia elettrica da fonte eolica nel Mare Adriatico Meridionale. denominato Nemetun Island. costituito da 63 aerogeneratori di potenza unitaria di 15 MW. per una potenza complessiva d'impianto pari a 945 MW. da realizzarsi di fronte ad un tratto di costa compreso tra i comuni di Vieste (FG) e Peschici (FG). con approdo del cavidotto marino nel Comune di Zapponeta (FG) e opere di connessione alla RTN ricadenti anche nei comuni di Trinitapoli (BT) e Cerignola (FG) (cod. MYTERNA n. 202201688).,Nemetun Island Wind S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10716,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10716/15965,Verifica amministrativa,15965,,2024-02-29,Barletta,"Zapponeta, Peschici, Cerignola, Trinitapoli",Puglia,Impianti eolici offshore
Progetto di un impianto agrivoltaico denominato SOLARE RAMACCA FIUME GORNALUNGA. di potenza pari a 34.53 MW e delle relative opere di connessione alla RTN. da realizzarsi nel Comune di Ramacca (CT).,PODINI SpA,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10717,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10717/15966,Verifica amministrativa,15966,,2024-02-29,Catania,Ramacca,Sicilia,Fotovoltaici
Collegamento stabile tra la Sicilia e la Calabria (C.U.P. C41C23002750005),Stretto di Messina S.p.A.,Verifica di Ottemperanza (Legge Obiettivo 443/2001),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10711,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10711/15971,Verifica amministrativa,15971,,2024-02-29,Reggio Calabria,"Curinga, Terranova Sappo Minulio, Limbadi, Torregrotta, Reggio Calabria, Lamezia Terme, Montebello Ionico, Scilla, Valdina, Milazzo, Oppido Mamertina, Nicotera, Calatabiano, Messina, Cardeto, Seminara, Saponara, Spadafora, Villa San Giovanni, Varapodio, Gioia Tauro, Giardini","Sicilia, Calabria",Opere ferroviarie
Progetto di un impianto eolico denominato Rocca Imperiale costituito da 9 aerogeneratori. per una potenza massima complessiva di 64.80 MW. integrato con un sistema di accumulo di 20.00 MW. e opere di connessione alla RTN. da realizzarsi nei Comuni di di Rocca Imperiale (CS). Montegiordano (CS). Canna (CS). Oriolo (CS). Roseto Capo Spulico (CS) e Amendolara (CS).,Fri-el S.p.a.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10707,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10707/15949,Verifica amministrativa,15949,,2024-02-28,Cosenza,"Canna, Montegiordano, Roseto Capo Spulico, Albidona, Rocca Imperiale, Oriolo, Alessandria del Carretto",Calabria,Impianti eolici onshore
Progetto di un impianto eolico denominato GAMBINO costituito da 6 aerogeneratori di potenza unitaria 6 MW. per una potenza complessiva di 36 MW e opere di connessione alla RTN. da realizzarsi nei Comuni di Buseto Palizzolo. Erice e Trapani (TP),AREN Green S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10706,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10706/15947,Verifica amministrativa,15947,,2024-02-27,Trapani,"Buseto Palizzolo, Erice, Trapani",Sicilia,Impianti eolici onshore
Impianto agrivoltaico della potenza nominale di 17.08 MWp ed opere connesse da realizzarsi in area agricola dei Comuni di Furtei e Sanluri (SU),AV SANLURI SRL,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10712,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10712/15960,Verifica amministrativa,15960,,2024-02-27,Cagliari,"Furtei, Sanluri",Sardegna,Fotovoltaici
Sistema interportuale di Jesi (ampliamento),Interporto Marche S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/164,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/164/15939,Conclusa,15939,,2024-02-27,Ancona,Jesi,Marche,Interporti
Progetto di un impianto agrivoltaico denominato CORIGLIANO 43.8. di potenza pari a 54.40 MW e delle relative opere di connessione alla RTN. da realizzarsi nei Comuni di Corigliano D'Otranto. Cutrofiano. Sogliano Cavour. Seclì. Aradeo. Galatone e Galatina (LE),ARNG SOLAR XI S.R.L,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10701,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10701/15941,Verifica amministrativa,15941,,2024-02-26,Lecce,"Galatone, Galatina, Cutrofiano, Sogliano Cavour, Aradeo, Corigliano d",Puglia,Fotovoltaici
Progetto di fattibilità tecnica ed economica del bypass ferroviario di Augusta,R.F.I. Rete Ferroviaria Italiana S.p.A.,Verifica di Ottemperanza (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9688,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9688/15938,Conclusa,15938,,2024-02-26,Siracusa,Augusta,Sicilia,Opere ferroviarie
Progetto di un impianto eolico denominato Matera. costituito da n. 14 aerogeneratori. di cui 5 da 6.0 MW e 9 da 6.6 MW. per una potenza complessiva dell'impianto pari a 89.4 MW. da realizzarsi nel Comune di Matera (MT). con opere di connessione ricadenti anche nei Comuni di Laterza (TA) e Castellaneta (TA). Codice pratica MYTERNA n. 202400355.,Santeramo Wind S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10708,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10708/15950,Verifica amministrativa,15950,,2024-02-26,Matera,"Laterza, Castellaneta, Matera","Basilicata, Puglia",Impianti eolici onshore
Progetto di un impianto eolico denominato Venosa. costituito da n. 6 aerogeneratori di potenza unitaria pari a 6.6 MW. per una potenza complessiva di 39.6 MW. da realizzarsi nei comuni di Venosa e Maschito (PZ). con opere di connessione alla RTN ricadenti anche nel Comune di Montemilone (PZ). Codice pratica MYTERNA n. 202000010.,Venosa S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10709,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10709/15951,Verifica amministrativa,15951,,2024-02-26,Potenza,"Venosa, Maschito, Montemilone",Basilicata,Impianti eolici onshore
Progetto di ammodernamento (repowering). relativo all'impianto eolico esistente denominato Parco eolico Grottole da 54 MW. con dismissione degli attuali 27 aerogeneratori e sostituzione in riduzione degli stessi. con l'installazione di 12 nuovi aerogeneratori della potenza unitaria di 7.2 MW. per una potenza complessiva dell'impianto pari a 86.4 MW. e delle relative opere di connessione alla RTN. da realizzarsi nei Comuni di Grottole (MT) e Miglionico (MT). Codice pratica MYTERNA n. 202201511.,Fri-El Grottole S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10715,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10715/15963,Verifica amministrativa,15963,,2024-02-24,Matera,Grottole,Basilicata,Impianti eolici onshore
Impianto per la produzione di energia da fonte eolica denominato Mondonuovo di potenza complessiva pari a 54 MW localizzato nei comuni di Mesagne (BR) ed opere elettriche localizzate nel comune di Brindisi,RWE Renewables Italia S.r.l.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/7162,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/7162/15952,Conclusa,15952,,2024-02-23,Brindisi,"Mesagne, Brindisi",Puglia,Impianti eolici onshore
S.S. 189 Itinerario Agrigento-Palermo. Sistemazione e messa in sicurezza dello svincolo al km 24 della S.S. 189 (svincolo San Giovanni Gemini in località Tumarrano). Progetto definitivo,ANAS S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8085,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8085/15914,Conclusa,15914,,2024-02-23,Agrigento,"Cammarata, San Giovanni Gemini",Sicilia,Opere stradali
Aeroporto di Bologna - Masterplan 2009-2023,ENAC - Ente Nazionale per l'Aviazione Civile,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/461,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/461/15910,Conclusa,15910,,2024-02-23,Bologna,"Calderara di Reno, Anzola dell",Emilia Romagna,Aeroporti
Impianto per la produzione di energia elettrica da fonte eolica ubicato nei comuni di Sassoferrato (AN) e Fabriano (AN). denominato Monte Miesola. di potenza complessiva pari a 47.6 MW,Fri-el S.p.a.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10693,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10693/15927,Verifica amministrativa,15927,,2024-02-23,Ancona,"Fabriano, Sassoferrato",Marche,Impianti eolici onshore
Gasdotto Recanati - Foligno,SNAM RETE GAS S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/297,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/297/15969,Conclusa,15969,,2024-02-23,Macerata,"Matelica, Fabriano, Recanati, Pollenza, Serrapetrona, Tolentino, Pieve Torina, Muccia, San Severino Marche, Montecassiano, Castelraimondo, Cerreto d","Umbria, Marche",Metanodotti
Linea AV/AC Torino - Venezia. Tratta Milano - Verona. Lotto funzionale Brescia est - Verona - Lotto costruttivo 2,Consorzio Eni Per l'Alta Velocità CEPAV Due,Varianti (Legge Obiettivo 443/2001),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/7527,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/7527/15973,Monitoraggio ambientale in corso,15973,,2024-02-22,Brescia,"Verona, Brescia","Lombardia, Veneto",Opere ferroviarie
Progetto di un impianto agrivoltaico denominato Bronte 1. di potenza pari a 73.97 MW. e delle relative opere di connessione alla RTN. da realizzarsi nei comuni di Bronte (CT) e Troina (EN).,IBERDROLA RENOVABLES ITALIA S.p.A.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10691,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10691/15924,Verifica amministrativa,15924,,2024-02-22,Enna,"Bronte, Troina",Sicilia,Fotovoltaici
Progetto di Fattibilità Tecnico Economica della Gronda Merci di Roma. chiusura anello Nord: Tratta Vigna Clara - Tor di Quinto. Lotto 1B,R.F.I. S.p.A.,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10689,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10689/15920,Verifica amministrativa,15920,,2024-02-22,Roma,Roma,Lazio,Opere ferroviarie
Itinerario Napoli-Bari - Raddoppio tratta Apice-Orsara,Società Rete Ferroviaria Italiana S.p.A. Progetti Napoli e Itinerario Napoli Bari,Varianti (Legge Obiettivo 443/2001),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/326,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/326/15945,Conclusa,15945,,2024-02-22,Avellino,"San Lorenzo Maggiore, Guardia Sanframondi, Sant","Puglia, Campania",Opere ferroviarie
Progetto per la realizzazione di un impianto eolico costituito da 10 aerogeneratori di potenza unitaria di 7.2 MW. per una potenza complessiva d'impianto pari a 72 MW. ubicato nei comuni di Lecce. Trepuzzi (LE) e Surbo (LE). incluse le relative opere di connessione alla RTN che interessano anche i comuni di Squinzano (LE). Torchiarolo (BR). San Pietro Vernotico (BR) e Cellino San Marco (BR) (cod. MYTERNA n. 202301757).,Santa Chiara Energia S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10681,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10681/15892,Istruttoria tecnica CTPNRR-PNIEC,15892,2024-03-29,2024-02-21,Brindisi,"Lecce, Trepuzzi, Surbo, San Pietro Vernotico, Cellino San Marco, Torchiarolo, Squinzano",Puglia,Impianti eolici onshore
Rifacimento metanodotto Livorno - Piombino DN 750 (30). DP 75 bar ed opere connesse,SNAM RETE GAS S.p.A.,Verifica di Ottemperanza (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8537,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8537/15906,Conclusa,15906,,2024-02-21,Livorno,"Bibbona, San Vincenzo, Campiglia Marittima, Collesalvetti, Riparbella, Castagneto Carducci, Piombino, Cecina, Castellina Marittima, Rosignano Marittimo, Santa Luce, Fauglia",Toscana,Metanodotti
S.S. 9 - Tangenziale Nord di Reggio Emilia. Lavori di prolungamento della S.S. 9 Tangenziale Nord di Reggio Emilia nel tratto da San Prospero Strinati a Corte Tegge (1° e 2° Stralcio).,Anas S.p.A. - Struttura Territoriale Emilia Romagna,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10710,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10710/15958,Verifica amministrativa,15958,,2024-02-20,Reggio Emilia,Reggio Emilia,Emilia Romagna,Opere stradali
Progetto di un impianto agrivoltaico sito nel comune di Grosseto in Località Braccagni. di potenza nominale pari a 38.47 MWp in DC.,Grosseto Green Power S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10687,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10687/15903,Verifica amministrativa,15903,,2024-02-20,Grosseto,Grosseto,Toscana,Fotovoltaici
Progetto di un impianto fotovoltaico denominato Fonterosa. di potenza pari a 28.00 MW e delle relative opere di connessione alla RTN. da realizzarsi nel Comune di Manfredonia (FG).,PV IT QUATTRO S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10677,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10677/15886,Verifica amministrativa,15886,,2024-02-20,Foggia,Manfredonia,Puglia,Fotovoltaici
Costruzione dei bacini di Castelnuovo dei Sabbioni e Allori all'interno della miniera di S. Barbara,ENEL S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/529,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/529/15915,Conclusa,15915,,2024-02-19,Firenze,"Cavriglia, Figline Valdarno",Toscana,Risanamento ambientale
Progetto di un impianto eolico denominato NEXT2. composto da 6 aerogeneratori di potenza nominale pari a 6 MW. per una potenza complessiva di 36 MW. e da un sistema di accumulo integrato di potenza pari a 24 MW. per una potenza in immissione pari a 60 MW. da realizzarsi nel Comune di San Pancrazio Salentino (BR) e Salice Salentino (LE). con opere di connessione alla RTN ricadenti anche nei Comuni di Avetrana (TA) ed Erchie (BR). Codice pratica MY TERNA n. 202203107.,NPD Italia II S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10678,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10678/15887,Verifica amministrativa,15887,,2024-02-19,Taranto,"San Pancrazio Salentino, Erchie, Salice Salentino, Avetrana",Puglia,Impianti eolici onshore
Impianto agrivoltaico denominato Energia olearia Santu Perdu con relative opere di connessione. sito in Villasor (SU) della potenza di 64.36 MW,PERIDOT SOLAR OPAL S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10684,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10684/15899,Verifica amministrativa,15899,,2024-02-19,Sud Sardegna,"Decimoputzu, Villasor",Sardegna,Fotovoltaici
Impianto agrivoltaico denominato Energia dall'Olio di Villasor con relative opere di connessione. sito in Villasor (SU) della potenza di 53.996 MW,PERIDOT SOLAR VIOLET S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10685,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10685/15901,Verifica amministrativa,15901,,2024-02-19,Sud Sardegna,Villasor,Sardegna,Fotovoltaici
Nuova calata ad uso cantieristico navale all'interno del porto Petroli di Genova Sestri Ponente e sistemazione idraulica del Rio Molinassi,Autorità Portuale di Genova,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/1525,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/1525/15860,Conclusa,15860,,2024-02-16,Genova,Genova,Liguria,Opere portuali e vie navigabili
Impianto per la produzione di energia elettrica da fonte rinnovabile di tipo solare della potenza complessiva di picco pari a 43.243.46 kWp e delle relative opere elettriche connesse ed infrastrutture indispensabili. localizzato nei Comuni di Orvieto (TR). Bagnoregio (VT) (impianto e parte delle opere di rete) e Castel Giorgio (TR) (SEU e parte delle opere di rete) denominato Deimos.,RWE Renewables Italia S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10663,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10663/15861,Verifica amministrativa,15861,,2024-02-16,Terni,"Castel Giorgio, Bagnoregio, Orvieto","Lazio, Umbria",Fotovoltaici
Procedura di Valutazione di Impatto Ambientale (art. 23 D.Lgs. 152/2006) relativa al Progetto per la realizzazione di una banchina a servizio di un cantiere nautico. Località Cala Saccaia - Olbia.,Società Servizi Nautici s.r.l,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10713,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10713/15961,Verifica amministrativa,15961,,2024-02-16,Sassari,Olbia,Sardegna,Opere portuali e vie navigabili
Interventi per il potenziamento del sistema idrico della Sicilia sud-occidentale: Adduzione da Montescuro Ovest per Mazara. Petrosino e Marsala,Società Siciliacque S.p.A.,Verifica di Ottemperanza (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8644,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8644/15876,Conclusa,15876,,2024-02-16,Trapani,"Menfi, Campobello di Mazara, Castelvetrano, Mazara del Vallo",Sicilia,Opere idrauliche
Istanza per l'avvio del procedimento di Valutazione di Impatto Ambientale ai sensi dell'art. 23 del D.Lgs. 152/2006 relativa al progetto relativo alla costruzione ed esercizio di un impianto agrivoltaico e relative opere di connessione alla rete elettrica nazionale da realizzarsi in agro di Carpi (MO). denominato Magarotto-Marconi e avente potenza moduli pari a 47.47 MWp e potenza in immissione pari a 43.20 MW.,SONNEDIX LEONARDO S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10673,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10673/15878,Verifica amministrativa,15878,,2024-02-16,Modena,Carpi,Emilia Romagna,Fotovoltaici
Stabilimento Versalis di Ravenna- progetto Riassetto impianti SOL/NEOCIS,Versalis S.p.A. - Stabilimento di Ravenna,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/9291,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/9291/15955,Conclusa,15955,,2024-02-16,Ravenna,Ravenna,Emilia Romagna,Centrali
Progetto di un impianto eolico denominato Parco Eolico Colobraro Tursi. costituito da 10 aerogeneratori di potenza nominale pari a 6 MW. per una potenza complessiva di 60 MW. da realizzarsi nel territorio dei Comuni di Colobraro e Tursi (MT). con opere di connessione alla RTN ricadenti anche nel Comune di Sant'Arcangelo (PZ). Codice pratica MY TERNA n. 202000607.,Wpd Murge S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10679,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10679/15889,Verifica amministrativa,15889,,2024-02-16,Potenza,Sant,Basilicata,Impianti eolici onshore
Progetto esecutivo Messa in sicurezza e ammodernamento del sistema idrico del Peschiera - L. n. 108/2021. ex DL n. 77/2021. Allegato IV. Sottoprogetto Adduttrice Ottavia-Trionfale. ROM11105_A254,ACEA Ato 2 SpA,Verifica di Ottemperanza (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/8735,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/8735/15888,Conclusa,15888,,2024-02-15,Roma,Roma,Lazio,Opere idrauliche
Progetto definitivo di impianto eolico CE Nuoro Sud con potenza complessiva di 66 MW e opere connesse. nei comuni di Orani. Orgosolo e Nuoro,AEI WIND PROJECT VIII S.r.l.,Provvedimento Unico in materia Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10703,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10703/15943,Verifica amministrativa,15943,,2024-02-15,Nuoro,"Orani, Nuoro, Orgosolo",Sardegna,Impianti eolici onshore
Installazione di un pontile galleggiante in specchio acqueo in concessione in La Spezia - Passeggiata Morin,COFIN SRL,Verifica di Assoggettabilità a VIA,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10705,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10705/15946,Istruttoria tecnica CTVIA,15946,2024-04-04,2024-02-15,La Spezia,La Spezia,Liguria,Opere portuali e vie navigabili
Demolizione e ricostruzione Casa di Guardia della Diga di Abate Alonia,Consorzio di Bonifica della Basilicata,Valutazione preliminare,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10696,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10696/15930,Conclusa,15930,,2024-02-15,Potenza,Melfi,Basilicata,Impianti idroelettrici
Progetto di un impianto agrivoltaico avanzato denominato Montescaglioso. di potenza complessiva pari a 20 MWp. da realizzarsi nel Comune di Montescaglioso e Pomarico (MT). in località Botta Caruso. con opere di connessione alla RTN ricadenti nei Comuni di Montescaglioso e Bernalda (MT). Codice pratica MY TERNA n. 202002214.,Energia Pulita Italiana 11 S.r.l.,Provvedimento Unico in materia Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10680,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10680/15891,Verifica amministrativa,15891,,2024-02-15,Matera,"Pomarico, Montescaglioso, Bernalda",Basilicata,Fotovoltaici
Schema idrico n. 1 Vignola - Casteldoria - Perfugas. Diramazione per Sedini. Bulzi e Perfugas.,Società ABBANOA S.p.A.,Verifica di Ottemperanza,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/7583,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/7583/15954,Conclusa,15954,,2024-02-15,Sassari,"Perfugas, Trinita",Sardegna,Opere idrauliche
Progetto di un impianto agrivoltaico denominato SOLAR ENERGY. di potenza pari a 202.07 MW e relative opere di connessione alla RTN. da realizzarsi nei Comuni di Brindisi (BR) e Mesagne (BR).,SOLAR ENERGY & PARTNERS S.R.L.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10662,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10662/15858,Verifica amministrativa,15858,,2024-02-15,Brindisi,"Mesagne, Brindisi",Puglia,Fotovoltaici
Impianto fotovoltaico con una capacità installata superiore a 5 MW (progetto Gondosolar). sito nel comune di Zwischbergen - Confederazione Svizzera,Dipartimento responsabile del coordinamento ambientale - Servizio dell'Ambiente Svizzero presso la Commissione Cantonale delle Costruzioni della Confederazione Svizzera,Valutazione Impatto Ambientale,info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10641,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10641/15824,Consultazione pubblica transfrontaliera,15824,,2024-02-14,Nessuna provincia,Nessun comune,"Piemonte, Lombardia",Fotovoltaici
Parco eolico denominato BUDDUSO' SUD II costituito da 9 aerogeneratori con una potenza nominale di 6.6 MW. per una potenza complessiva del parco eolico di 59.4 MW siti ne comune Alà dei Sardi e relative opere di connessione (SS),AEI WIND PROJECT XIII S.R.L.,Provvedimento Unico in materia Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10692,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10692/15926,Verifica amministrativa,15926,,2024-02-13,Sassari,Budduso,Sardegna,Impianti eolici onshore
Istanza per l'avvio del procedimento di Valutazione di Impatto Ambientale ai sensi dell'art. 23 del D.Lgs. 152/2006 relativa al progetto REALIZZAZIONE DI UN IMPIANTO AGRIVOLTAICO AVANZATO DI POTENZA NOMINALE PARI A 81.132 MWp CON PRODUZIONE AGRICOLA. DENOMINATO CASETTA SITO NELLA FRAZIONE DI MASSA FINALESE DEL COMUNE DI FINALE EMILIA (MO),Casetta Solar S.r.l.,Valutazione Impatto Ambientale (PNIEC-PNRR),info,Documentazione Progetto,https://va.mite.gov.it/it-IT/Oggetti/Info/10697,https://va.mite.gov.it/it-IT/Oggetti/Documentazione/10697/15931,Verifica amministrativa,15931,,2024-02-13,Modena,Finale Emilia,Emilia Romagna,Fotovoltaici
