id,regioni,tipologia
12016,Emilia Romagna,Impianti di stoccaggio
11888,Lombardia,Opere stradali
12070,Puglia,Fotovoltaici
12046,Sardegna,Fotovoltaici
12057,Veneto,Elettrodotti
11895,Puglia,Impianti eolici onshore
11902,Veneto,Centrali
11923,Sicilia,Opere portuali e vie navigabili
11926,Puglia,Fotovoltaici
11928,Sardegna,Fotovoltaici
11924,Puglia,Fotovoltaici
11922,Puglia,Fotovoltaici
11921,Puglia,Fotovoltaici
12127,Lazio,Impianti eolici onshore
12048,Sicilia,Ricerca idrocarburi
11945,Friuli Venezia Giulia,Opere stradali
11883,Veneto,Opere stradali
12115,Campania,Fotovoltaici
12102,Campania,Impianti eolici onshore
11874,Lombardia,Aeroporti
11877,Sicilia,Opere ferroviarie
11878,Piemonte,Opere ferroviarie
12114,Sicilia,Fotovoltaici
11871,Calabria,Opere portuali e vie navigabili
12124,Sicilia,Fotovoltaici
12010,Emilia Romagna,Centrali
11870,Sardegna,Opere idrauliche
12575,Basilicata,Fotovoltaici
11929,Friuli Venezia Giulia,Centrali
11986,Basilicata,Opere stradali
11986,Puglia,Opere stradali
11861,Sicilia,Opere stradali
11858,Molise,Interporti
13145,Sicilia,Impianti eolici onshore
12215,Sicilia,Fotovoltaici
11863,Liguria,Impianti di rigassificazione
11863,Piemonte,Impianti di rigassificazione
12122,Sardegna,Fotovoltaici
11987,Basilicata,Fotovoltaici
11859,Puglia,Impianti eolici offshore
11985,Puglia,Fotovoltaici
12261,Basilicata,Fotovoltaici
11881,Sardegna,Impianti eolici offshore
11882,Sardegna,Impianti eolici offshore
11938,Puglia,Fotovoltaici
11872,Toscana,Impianti idroelettrici
11901,Emilia Romagna,Coltivazione idrocarburi
11997,Emilia Romagna,Centrali
11937,Puglia,Fotovoltaici
11873,Liguria,Opere portuali e vie navigabili
11936,Puglia,Fotovoltaici
11935,Puglia,Fotovoltaici
12103,Puglia,Fotovoltaici
11835,Sardegna,Opere portuali e vie navigabili
12112,Puglia,Fotovoltaici
12108,Emilia Romagna,Fotovoltaici
11822,Campania,Opere portuali e vie navigabili
11831,Liguria,Opere portuali e vie navigabili
11820,Sardegna,Opere portuali e vie navigabili
12213,Puglia,Fotovoltaici
11862,Sicilia,Fotovoltaici
11818,Puglia,Elettrodotti
11810,Campania,Opere stradali
11824,Sicilia,Centrali
11840,Puglia,Fotovoltaici
11809,Campania,Opere stradali
11976,Campania,Fotovoltaici
11823,Lombardia,Centrali
11850,Friuli Venezia Giulia,Opere stradali
11845,Puglia,Fotovoltaici
12212,Puglia,Fotovoltaici
12101,Puglia,Fotovoltaici
11851,Sicilia,Elettrodotti
11842,Campania,Centrali
11856,Basilicata,Fotovoltaici
11812,Sardegna,Fotovoltaici
11782,Sardegna,Opere portuali e vie navigabili
11779,Basilicata,Impianti idroelettrici
11792,Piemonte,Fotovoltaici
12243,Lombardia,Centrali
11780,Puglia,Opere portuali e vie navigabili
11775,Emilia Romagna,Opere stradali
11777,Toscana,Opere idrauliche
11778,Toscana,Opere idrauliche
11772,Veneto,Opere stradali
11770,Liguria,Opere portuali e vie navigabili
11771,Liguria,Opere portuali e vie navigabili
11769,Liguria,Opere portuali e vie navigabili
11768,Liguria,Opere portuali e vie navigabili
11759,Liguria,Opere portuali e vie navigabili
11764,Liguria,Opere portuali e vie navigabili
11846,Lazio,Fotovoltaici
11816,Puglia,Fotovoltaici
11743,Sicilia,Elettrodotti
11761,Piemonte,Centrali
11798,Umbria,Fotovoltaici
12100,Sicilia,Fotovoltaici
11784,Basilicata,Fotovoltaici
11739,Puglia,Impianti eolici onshore
11738,Emilia Romagna,Opere idrauliche
11806,Puglia,Fotovoltaici
11807,Puglia,Fotovoltaici
11734,Umbria,Opere stradali
11765,Lombardia,Interporti
11715,Calabria,Opere portuali e vie navigabili
11821,Lombardia,Centrali
11826,Puglia,Fotovoltaici
11723,Basilicata,Impianti eolici onshore
11731,Puglia,Impianti eolici onshore
11724,Molise,Impianti eolici onshore
11724,Campania,Impianti eolici onshore
11719,Umbria,Impianti eolici onshore
11733,Puglia,Impianti eolici onshore
11729,Sicilia,Opere stradali
11852,Puglia,Fotovoltaici
11843,Puglia,Fotovoltaici
11797,Calabria,Opere stradali
11781,Toscana,Opere stradali
11838,Puglia,Fotovoltaici
11716,Sardegna,Impianti chimici integrati
11725,Emilia Romagna,Opere idrauliche
11741,Liguria,Opere portuali e vie navigabili
11803,Basilicata,Fotovoltaici
12319,Basilicata,Fotovoltaici
12099,Puglia,Fotovoltaici
11805,Puglia,Fotovoltaici
11804,Puglia,Fotovoltaici
11722,Puglia,Impianti eolici onshore
11722,Molise,Impianti eolici onshore
11786,Lazio,Fotovoltaici
11802,Sicilia,Fotovoltaici
12022,Basilicata,Impianti eolici onshore
11712,Campania,Impianti eolici onshore
11714,Puglia,Impianti eolici onshore
11710,Molise,Impianti eolici onshore
11785,Sicilia,Fotovoltaici
11709,Lombardia,Centrali
11730,Sicilia,Impianti eolici onshore
11801,Basilicata,Fotovoltaici
11855,Puglia,Fotovoltaici
11813,Puglia,Fotovoltaici
11848,Puglia,Fotovoltaici
11860,Marche,Opere ferroviarie
11837,Basilicata,Fotovoltaici
11814,Puglia,Fotovoltaici
11787,Puglia,Fotovoltaici
12378,Liguria,Opere idrauliche
12378,Piemonte,Opere idrauliche
13069,Puglia,Fotovoltaici
11700,Toscana,Opere stradali
11854,Puglia,Fotovoltaici
11708,Puglia,Impianti chimici integrati
11693,Sicilia,Opere idrauliche
11701,Lombardia,Impianti di stoccaggio
12271,Puglia,Fotovoltaici
11790,Molise,Fotovoltaici
11789,Molise,Fotovoltaici
11788,Puglia,Fotovoltaici
12146,Puglia,Fotovoltaici
11919,Puglia,Fotovoltaici
11762,Sicilia,Opere portuali e vie navigabili
11791,Sicilia,Fotovoltaici
11698,Abruzzo,Metanodotti
11692,Puglia,Elettrodotti
11834,Sardegna,Fotovoltaici
11917,Puglia,Fotovoltaici
11918,Puglia,Fotovoltaici
12145,Puglia,Fotovoltaici
12147,Puglia,Fotovoltaici
11844,Puglia,Fotovoltaici
11690,Sicilia,Opere stradali
11706,Piemonte,Opere ferroviarie
11706,Valle d,Opere ferroviarie
11691,Campania,Impianti eolici onshore
11688,Basilicata,Impianti eolici onshore
11687,Liguria,Opere ferroviarie
11689,Puglia,Impianti eolici onshore
11684,Emilia Romagna,Elettrodotti
11680,Lazio,Opere stradali
11667,Puglia,Opere portuali e vie navigabili
11685,Veneto,Centrali
11686,Puglia,Centrali
11682,Emilia Romagna,Metanodotti
11669,Abruzzo,Metanodotti
11763,Sicilia,Opere portuali e vie navigabili
11705,Emilia Romagna,Impianti di stoccaggio
11664,Campania,Opere portuali e vie navigabili
11681,Puglia,Opere stradali
11665,Marche,Interporti
11660,Puglia,Elettrodotti
11654,Campania,Opere portuali e vie navigabili
11659,Molise,Impianti eolici onshore
11661,Puglia,Impianti eolici offshore
11670,Sicilia,Opere portuali e vie navigabili
11647,Abruzzo,Opere stradali
11644,Basilicata,Impianti eolici onshore
11649,Sicilia,Metanodotti
11645,Abruzzo,Metanodotti
11641,Sardegna,Impianti di rigassificazione
11638,Campania,Opere ferroviarie
11655,Puglia,Elettrodotti
11657,Emilia Romagna,Centrali
11637,Sicilia,Impianti eolici onshore
11624,Calabria,Opere stradali
14278,Puglia,Metanodotti
11632,Liguria,Opere stradali
14247,Toscana,Impianti di rigassificazione
11621,Sardegna,Opere idrauliche
11620,Sicilia,Impianti eolici onshore
11617,Marche,Opere stradali
11617,Toscana,Opere stradali
11618,Toscana,Opere stradali
11616,Emilia Romagna,Opere stradali
11616,Lombardia,Opere stradali
11616,Veneto,Opere stradali
12466,Nessuna regione,Centrali
11619,Basilicata,Impianti eolici onshore
11608,Calabria,Opere stradali
11606,Liguria,Opere portuali e vie navigabili
11615,Puglia,Impianti eolici onshore
12997,Emilia Romagna,Ricerca idrocarburi
11613,Puglia,Opere stradali
11602,Puglia,Impianti eolici onshore
11614,Puglia,Impianti eolici onshore
11628,Sicilia,Impianti eolici onshore
11590,Liguria,Opere portuali e vie navigabili
11580,Toscana,Opere stradali
11594,Sicilia,Impianti eolici onshore
11612,Veneto,Impianti di stoccaggio
11574,Sardegna,Opere portuali e vie navigabili
11586,Sicilia,Impianti eolici onshore
11566,Toscana,Opere stradali
11604,Lombardia,Centrali
11562,Abruzzo,Opere stradali
11557,Sicilia,Opere ferroviarie
11558,Liguria,Opere portuali e vie navigabili
11597,Basilicata,Impianti eolici onshore
11552,Sardegna,Opere ferroviarie
11559,Puglia,Impianti eolici onshore
11577,Veneto,Opere stradali
12019,Sicilia,Opere portuali e vie navigabili
12807,Puglia,Opere ferroviarie
11766,Veneto,Opere stradali
12816,Liguria,Opere portuali e vie navigabili
11571,Campania,Centrali
11573,Piemonte,Centrali
11534,Trentino Alto Adige,Opere ferroviarie
11528,Abruzzo,Opere stradali
11532,Sicilia,Impianti eolici onshore
11516,Sardegna,Opere stradali
11518,Lazio,Opere stradali
11520,Lombardia,Opere stradali
11530,Basilicata,Impianti eolici onshore
11553,Sardegna,Elettrodotti
11498,Piemonte,Attività minerarie
11497,Lombardia,Opere stradali
12934,Veneto,Elettrodotti
11587,Piemonte,Centrali
11492,Sardegna,Opere portuali e vie navigabili
11491,Abruzzo,Opere stradali
11496,Piemonte,Attività minerarie
11482,Emilia Romagna,Centrali
11478,Piemonte,Opere stradali
11538,Emilia Romagna,Centrali
11475,Toscana,Opere portuali e vie navigabili
11480,Sardegna,Impianti di rigassificazione
11472,Liguria,Opere portuali e vie navigabili
11490,Calabria,Centrali
11469,Emilia Romagna,Aeroporti
11468,Piemonte,Impianti idroelettrici
11467,Puglia,Aeroporti
11461,Sardegna,Opere stradali
11463,Abruzzo,Opere stradali
11517,Sicilia,Impianti eolici onshore
11545,Lombardia,Centrali
11455,Abruzzo,Opere ferroviarie
11460,Puglia,Impianti eolici onshore
11457,Lombardia,Opere ferroviarie
11448,Calabria,Aeroporti
11459,Puglia,Impianti eolici onshore
11458,Basilicata,Impianti eolici onshore
11489,Lombardia,Centrali
11445,Toscana,Opere stradali
11447,Sicilia,Impianti eolici onshore
11444,Calabria,Aeroporti
11438,Emilia Romagna,Opere stradali
11434,Sicilia,Opere ferroviarie
11437,Sicilia,Opere ferroviarie
11446,Puglia,Impianti eolici onshore
11483,Puglia,Impianti eolici onshore
11452,Lazio,Opere stradali
11423,Abruzzo,Aeroporti
11435,Sicilia,Opere ferroviarie
11419,Campania,Opere ferroviarie
11417,Toscana,Opere stradali
11418,Lombardia,Opere stradali
11384,Lazio,Opere portuali e vie navigabili
11385,Emilia Romagna,Opere stradali
11386,Emilia Romagna,Opere stradali
11387,Emilia Romagna,Opere stradali
11388,Emilia Romagna,Opere stradali
11389,Emilia Romagna,Opere stradali
11473,Campania,Impianti eolici onshore
11381,Sicilia,Impianti eolici onshore
11382,Campania,Impianti eolici onshore
11428,Sardegna,Impianti eolici onshore
11401,Abruzzo,Centrali
11402,Lazio,Opere stradali
11379,Abruzzo,Opere stradali
11421,Campania,Impianti eolici onshore
11366,Campania,Opere portuali e vie navigabili
11361,Liguria,Attività minerarie
11360,Emilia Romagna,Attività minerarie
11371,Sicilia,Prospezione idrocarburi
11354,Sicilia,Opere portuali e vie navigabili
11363,Sardegna,Opere portuali e vie navigabili
11357,Abruzzo,Opere stradali
11358,Abruzzo,Opere stradali
11359,Abruzzo,Opere stradali
11406,Lombardia,Opere stradali
11368,Basilicata,Impianti eolici onshore
11367,Sardegna,Impianti eolici onshore
11603,Lombardia,Centrali
11343,Abruzzo,Opere stradali
11373,Sardegna,Aeroporti
11340,Sardegna,Opere stradali
11341,Sardegna,Opere stradali
11356,Basilicata,Impianti eolici onshore
11425,Molise,Centrali
11426,Lombardia,Centrali
11433,Sicilia,Raffinerie
11887,Piemonte,Opere stradali
11324,Emilia Romagna,Opere stradali
11365,Sicilia,Impianti eolici onshore
11345,Sicilia,Raffinerie
11323,Toscana,Impianti di rigassificazione
11380,Puglia,Impianti eolici onshore
11321,Umbria,Opere ferroviarie
11320,Campania,Elettrodotti
11329,Sicilia,Opere portuali e vie navigabili
11311,Liguria,Opere portuali e vie navigabili
11422,Puglia,Impianti eolici onshore
11312,Puglia,Impianti eolici onshore
11313,Puglia,Impianti eolici onshore
11314,Puglia,Impianti eolici onshore
11306,Calabria,Opere portuali e vie navigabili
11344,Lazio,Centrali
11302,Veneto,Elettrodotti
11304,Veneto,Elettrodotti
11297,Lombardia,Opere stradali
11298,Lombardia,Opere stradali
11299,Lombardia,Opere stradali
11322,Toscana,Opere stradali
11292,Calabria,Opere portuali e vie navigabili
11258,Sardegna,Impianti eolici onshore
11291,Lombardia,Aeroporti
11293,Puglia,Metanodotti
11300,Sicilia,Opere ferroviarie
11288,Lombardia,Opere ferroviarie
11289,Puglia,Opere portuali e vie navigabili
11268,Puglia,Opere portuali e vie navigabili
11269,Sardegna,Opere portuali e vie navigabili
11262,Friuli Venezia Giulia,Opere ferroviarie
11257,Veneto,Opere stradali
11263,Friuli Venezia Giulia,Opere idrauliche
11255,Lazio,Elettrodotti
11256,Umbria,Elettrodotti
11256,Marche,Elettrodotti
11259,Calabria,Impianti eolici onshore
11242,Puglia,Opere portuali e vie navigabili
14246,Toscana,Impianti di rigassificazione
11233,Campania,Opere portuali e vie navigabili
11342,Toscana,Impianti di rigassificazione
11237,Lazio,Opere ferroviarie
11236,Puglia,Opere stradali
11212,Puglia,Opere idrauliche
11201,Veneto,Opere stradali
11205,Puglia,Opere portuali e vie navigabili
13761,Sicilia,Coltivazione idrocarburi
11286,Toscana,Impianti geotermici
11209,Sicilia,Ricerca idrocarburi
11249,Puglia,Impianti eolici onshore
11249,Molise,Impianti eolici onshore
11239,Marche,Opere stradali
11184,Sardegna,Opere stradali
11181,Basilicata,Impianti eolici onshore
11169,Sardegna,Impianti eolici onshore
10928,Lombardia,Opere ferroviarie
10928,Veneto,Opere ferroviarie
11308,Campania,Metanodotti
11199,Friuli Venezia Giulia,Opere stradali
11178,Campania,Impianti eolici onshore
11154,Sardegna,Opere portuali e vie navigabili
11155,Sicilia,Impianti eolici onshore
11158,Sicilia,Impianti eolici onshore
11157,Sicilia,Impianti eolici onshore
11171,Basilicata,Impianti eolici onshore
11179,Sicilia,Elettrodotti
11153,Veneto,Opere stradali
11285,Veneto,Metanodotti
11149,Liguria,Opere portuali e vie navigabili
11156,Marche,Opere stradali
11224,Piemonte,Attività minerarie
11163,Veneto,Centrali
11159,Puglia,Impianti eolici onshore
11160,Puglia,Impianti eolici onshore
11161,Puglia,Impianti eolici onshore
11162,Puglia,Impianti eolici onshore
11166,Puglia,Impianti eolici onshore
11164,Lombardia,Centrali
11211,Veneto,Opere stradali
11265,Emilia Romagna,Centrali
11147,Basilicata,Impianti eolici onshore
11146,Piemonte,Opere stradali
11143,Sardegna,Opere idrauliche
11137,Piemonte,Opere stradali
11138,Sicilia,Opere stradali
11148,Sardegna,Opere stradali
11136,Sardegna,Impianti eolici onshore
11134,Veneto,Opere stradali
11132,Sicilia,Impianti eolici onshore
11133,Puglia,Opere ferroviarie
11202,Campania,Impianti eolici onshore
11122,Sardegna,Opere stradali
11121,Sicilia,Opere ferroviarie
11325,Basilicata,Centrali
11130,Lombardia,Impianti di stoccaggio
11115,Toscana,Opere portuali e vie navigabili
11114,Molise,Opere stradali
11113,Lazio,Opere portuali e vie navigabili
11112,Sardegna,Opere idrauliche
11119,Veneto,Opere stradali
11108,Sicilia,Opere portuali e vie navigabili
11109,Sicilia,Opere portuali e vie navigabili
11096,Emilia Romagna,Centrali
11095,Liguria,Opere portuali e vie navigabili
11099,Lombardia,Opere ferroviarie
11097,Lombardia,Opere stradali
11086,Liguria,Opere idrauliche
11086,Piemonte,Opere idrauliche
11078,Piemonte,Centrali
11118,Puglia,Elettrodotti
11076,Umbria,Centrali
11069,Sicilia,Opere stradali
11066,Veneto,Opere stradali
11101,Puglia,Elettrodotti
11070,Puglia,Opere ferroviarie
11067,Liguria,Centrali
11074,Lazio,Centrali
11059,Toscana,Centrali
11080,Puglia,Impianti eolici onshore
11062,Puglia,Elettrodotti
11058,Puglia,Opere ferroviarie
11063,Basilicata,Impianti eolici offshore
11063,Sicilia,Impianti eolici offshore
11063,Campania,Impianti eolici offshore
11063,Calabria,Impianti eolici offshore
11060,Toscana,Opere portuali e vie navigabili
11092,Veneto,Ricerca idrocarburi
11051,Sicilia,Centrali
11056,Piemonte,Opere stradali
11045,Sardegna,Opere idrauliche
11046,Piemonte,Opere ferroviarie
11044,Sicilia,Centrali
11053,Basilicata,Impianti eolici onshore
11037,Sicilia,Opere ferroviarie
11054,Sardegna,Impianti eolici onshore
11039,Toscana,Opere portuali e vie navigabili
11093,Piemonte,Centrali
11043,Campania,Centrali
11031,Toscana,Impianti di stoccaggio
11036,Emilia Romagna,Centrali
11036,Lombardia,Centrali
11052,Lombardia,Aeroporti
11020,Lombardia,Opere ferroviarie
11025,Lombardia,Opere ferroviarie
11025,Veneto,Opere ferroviarie
11016,Lombardia,Attività minerarie
11009,Piemonte,Elettrodotti
11014,Sicilia,Impianti eolici onshore
11015,Campania,Impianti eolici onshore
11012,Basilicata,Impianti eolici onshore
11008,Sicilia,Prospezione idrocarburi
11004,Liguria,Opere stradali
11010,Sardegna,Impianti eolici onshore
11001,Lombardia,Impianti chimici integrati
11002,Lombardia,Opere ferroviarie
11002,Veneto,Opere ferroviarie
10998,Puglia,Impianti eolici onshore
10996,Basilicata,Impianti eolici onshore
10986,Sicilia,Opere portuali e vie navigabili
11013,Emilia Romagna,Metanodotti
11030,Toscana,Opere stradali
10992,Marche,Metanodotti
10997,Basilicata,Impianti eolici onshore
10982,Liguria,Impianti di rigassificazione
11007,Lombardia,Impianti di stoccaggio
10980,Sicilia,Raffinerie
10980,Lombardia,Raffinerie
10999,Sardegna,Impianti eolici onshore
11027,Friuli Venezia Giulia,Centrali
10994,Basilicata,Impianti eolici onshore
10964,Calabria,Aeroporti
10983,Toscana,Centrali
10974,Basilicata,Impianti eolici onshore
10968,Emilia Romagna,Opere stradali
10969,Emilia Romagna,Opere stradali
10971,Basilicata,Impianti eolici onshore
11029,Calabria,Centrali
10961,Campania,Impianti eolici onshore
10960,Puglia,Elettrodotti
10990,Sicilia,Centrali
10955,Toscana,Impianti idroelettrici
11011,Puglia,Impianti eolici onshore
10956,Abruzzo,Elettrodotti
10950,Toscana,Opere portuali e vie navigabili
10987,Toscana,Centrali
10954,Veneto,Opere stradali
10991,Sicilia,Metanodotti
11034,Sicilia,Interporti
10941,Sicilia,Interporti
10993,Puglia,Impianti eolici onshore
10938,Campania,Centrali
10942,Trentino Alto Adige,Impianti idroelettrici
10920,Toscana,Opere stradali
10944,Puglia,Impianti eolici onshore
10966,Puglia,Opere portuali e vie navigabili
10946,Puglia,Impianti eolici onshore
10929,Piemonte,Elettrodotti
10926,Friuli Venezia Giulia,Opere stradali
10912,Sardegna,Impianti eolici onshore
10927,Sicilia,Opere ferroviarie
10932,Piemonte,Opere ferroviarie
10918,Liguria,Opere portuali e vie navigabili
10939,Veneto,Terminali marittimi
11567,Puglia,Impianti eolici offshore
10937,Lombardia,Centrali
10914,Lombardia,Aeroporti
10945,Veneto,Metanodotti
10910,Sardegna,Impianti eolici onshore
10909,Sicilia,Interporti
10906,Piemonte,Centrali
10902,Toscana,Opere portuali e vie navigabili
10903,Toscana,Opere portuali e vie navigabili
10904,Toscana,Opere portuali e vie navigabili
10900,Sardegna,Opere portuali e vie navigabili
10911,Piemonte,Opere portuali e vie navigabili
10962,Puglia,Opere ferroviarie
10962,Campania,Opere ferroviarie
10896,Liguria,Opere portuali e vie navigabili
10907,Campania,Metanodotti
10908,Toscana,Metanodotti
10951,Piemonte,Elettrodotti
10898,Nessuna regione,Impianti eolici onshore
10943,Basilicata,Impianti di smaltimento e recupero rifiuti
10884,Emilia Romagna,Opere stradali
10889,Liguria,Attività minerarie
10888,Sardegna,Attività minerarie
10887,Sicilia,Elettrodotti
10880,Veneto,Opere stradali
10881,Veneto,Opere stradali
10885,Toscana,Opere ferroviarie
10879,Calabria,Opere stradali
10893,Lazio,Impianti eolici onshore
10873,Puglia,Impianti eolici onshore
10874,Campania,Impianti eolici onshore
10866,Emilia Romagna,Centrali
10867,Sicilia,Centrali
10868,Sicilia,Centrali
10890,Liguria,Opere portuali e vie navigabili
10859,Liguria,Opere portuali e vie navigabili
10862,Lombardia,Opere ferroviarie
10834,Puglia,Opere idrauliche
11120,Sardegna,Opere idrauliche
10848,Sicilia,Opere portuali e vie navigabili
10830,Sardegna,Impianti eolici onshore
10823,Trentino Alto Adige,Impianti idroelettrici
10821,Lombardia,Aeroporti
10832,Campania,Impianti eolici onshore
10824,Puglia,Impianti eolici onshore
10854,Veneto,Opere stradali
10855,Veneto,Opere stradali
10886,Lazio,Centrali
10844,Friuli Venezia Giulia,Centrali
10810,Molise,Metanodotti
10853,Veneto,Opere stradali
10806,Trentino Alto Adige,Opere ferroviarie
10806,Veneto,Opere ferroviarie
10860,Sardegna,Impianti eolici offshore
10802,Sardegna,Opere idrauliche
10825,Emilia Romagna,Centrali
10799,Lombardia,Elettrodotti
10849,Lazio,Elettrodotti
10826,Abruzzo,Centrali
10870,Umbria,Centrali
10803,Puglia,Impianti eolici onshore
10794,Veneto,Opere stradali
10793,Emilia Romagna,Opere stradali
10792,Emilia Romagna,Opere stradali
11241,Campania,Opere portuali e vie navigabili
10775,Veneto,Opere stradali
10790,Puglia,Impianti eolici onshore
10782,Abruzzo,Impianti chimici integrati
10795,Lombardia,Opere ferroviarie
10795,Veneto,Opere ferroviarie
10829,Campania,Metanodotti
10773,Lazio,Aeroporti
10774,Emilia Romagna,Metanodotti
10774,Veneto,Metanodotti
10766,Piemonte,Opere ferroviarie
10820,Puglia,Impianti eolici offshore
10781,Calabria,Centrali
10765,Sicilia,Opere ferroviarie
13316,Puglia,Opere portuali e vie navigabili
10752,Calabria,Opere portuali e vie navigabili
10763,Umbria,Aeroporti
10780,Basilicata,Impianti eolici onshore
10738,Sicilia,Opere stradali
10965,Sardegna,Opere stradali
10770,Basilicata,Impianti eolici onshore
10833,Sicilia,Opere portuali e vie navigabili
10759,Puglia,Impianti eolici onshore
10740,Sardegna,Opere portuali e vie navigabili
10777,Sardegna,Opere idrauliche
10776,Sicilia,Opere idrauliche
10729,Piemonte,Opere ferroviarie
10729,Lombardia,Opere ferroviarie
10729,Veneto,Opere ferroviarie
10745,Sardegna,Opere idrauliche
10735,Sardegna,Impianti eolici onshore
10736,Puglia,Impianti eolici onshore
10723,Lombardia,Impianti di rigassificazione
10750,Puglia,Impianti eolici onshore
10744,Campania,Impianti eolici onshore
10758,Calabria,Impianti eolici onshore
10747,Lazio,Metanodotti
10747,Abruzzo,Metanodotti
10753,Calabria,Metanodotti
10755,Piemonte,Centrali
10706,Puglia,Impianti eolici onshore
10722,Molise,Impianti eolici onshore
10764,Toscana,Opere stradali
10711,Lombardia,Centrali
10702,Campania,Impianti eolici onshore
10712,Basilicata,Elettrodotti
10718,Piemonte,Impianti idroelettrici
10721,Toscana,Impianti di rigassificazione
10719,Sicilia,Elettrodotti
10698,Toscana,Centrali
10699,Piemonte,Centrali
10714,Lazio,Elettrodotti
12035,Basilicata,Impianti eolici onshore
10700,Puglia,Impianti eolici onshore
10681,Lazio,Aeroporti
10725,Campania,Centrali
10749,Calabria,Centrali
10701,Puglia,Centrali
10760,Basilicata,Impianti eolici onshore
10703,Piemonte,Centrali
10715,Abruzzo,Opere stradali
10679,Toscana,Opere idrauliche
10713,Lombardia,Impianti di stoccaggio
10716,Liguria,Opere portuali e vie navigabili
10685,Sardegna,Metanodotti
10669,Toscana,Centrali
10737,Sardegna,Opere portuali e vie navigabili
10761,Basilicata,Impianti eolici onshore
10717,Campania,Elettrodotti
10720,Puglia,Elettrodotti
10691,Lazio,Centrali
10665,Emilia Romagna,Centrali
10748,Lazio,Centrali
10709,Emilia Romagna,Centrali
10756,Sicilia,Metanodotti
10670,Sardegna,Opere idrauliche
10661,Sardegna,Opere idrauliche
10801,Liguria,Opere idrauliche
10801,Piemonte,Opere idrauliche
10741,Sicilia,Metanodotti
10682,Sicilia,Opere portuali e vie navigabili
10663,Sardegna,Centrali
10791,Lombardia,Opere stradali
11407,Puglia,Impianti eolici onshore
14054,Piemonte,Opere idrauliche
10692,Liguria,Centrali
10693,Puglia,Centrali
10660,Campania,Elettrodotti
10694,Veneto,Impianti chimici integrati
10852,Sicilia,Impianti eolici onshore
10947,Emilia Romagna,Interporti
10686,Toscana,Centrali
10705,Campania,Opere ferroviarie
10858,Lombardia,Impianti chimici integrati
10675,Lazio,Metanodotti
10675,Umbria,Metanodotti
11139,Campania,Opere portuali e vie navigabili
11420,Campania,Opere portuali e vie navigabili
10651,Lombardia,Opere stradali
10648,Campania,Opere portuali e vie navigabili
10684,Piemonte,Centrali
10657,Piemonte,Centrali
10652,Puglia,Elettrodotti
10652,Campania,Elettrodotti
10645,Toscana,Centrali
10643,Campania,Impianti eolici onshore
10646,Toscana,Opere ferroviarie
10649,Basilicata,Impianti eolici onshore
10644,Puglia,Impianti eolici onshore
10639,Veneto,Opere portuali e vie navigabili
10640,Lazio,Opere ferroviarie
10640,Puglia,Opere ferroviarie
10640,Campania,Opere ferroviarie
10695,Puglia,Metanodotti
10641,Puglia,Impianti eolici onshore
10650,Friuli Venezia Giulia,Metanodotti
10650,Veneto,Metanodotti
10851,Puglia,Opere portuali e vie navigabili
10634,Puglia,Aeroporti
10627,Toscana,Opere idrauliche
14398,Sicilia,Coltivazione idrocarburi
10632,Molise,Impianti eolici onshore
10614,Puglia,Impianti eolici onshore
10617,Basilicata,Impianti eolici onshore
10617,Puglia,Impianti eolici onshore
10619,Calabria,Opere portuali e vie navigabili
10616,Sicilia,Metanodotti
10630,Puglia,Opere portuali e vie navigabili
10620,Emilia Romagna,Impianti chimici integrati
10611,Puglia,Impianti eolici onshore
10635,Lombardia,Opere portuali e vie navigabili
10610,Puglia,Metanodotti
10610,Abruzzo,Metanodotti
10603,Emilia Romagna,Aeroporti
10604,Sicilia,Aeroporti
10626,Sicilia,Opere stradali
10600,Lazio,Aeroporti
10609,Puglia,Impianti eolici onshore
10608,Abruzzo,Elettrodotti
10618,Piemonte,Opere ferroviarie
10596,Sicilia,Opere stradali
10598,Campania,Opere portuali e vie navigabili
10607,Calabria,Impianti eolici onshore
10590,Puglia,Opere idrauliche
10605,Lombardia,Attività minerarie
10905,Sicilia,Opere ferroviarie
10592,Piemonte,Opere portuali e vie navigabili
10601,Sardegna,Impianti eolici onshore
15061,Lazio,Opere portuali e vie navigabili
10597,Abruzzo,Opere stradali
10952,Piemonte,Elettrodotti
11200,Umbria,Opere stradali
11200,Marche,Opere stradali
10581,Campania,Opere portuali e vie navigabili
10582,Lazio,Centrali
10583,Molise,Centrali
10584,Calabria,Centrali
10574,Basilicata,Impianti eolici onshore
10574,Puglia,Impianti eolici onshore
10575,Basilicata,Impianti eolici onshore
10575,Puglia,Impianti eolici onshore
10589,Emilia Romagna,Centrali
10569,Puglia,Impianti eolici onshore
10561,Toscana,Opere idrauliche
10563,Molise,Impianti eolici onshore
10565,Puglia,Impianti eolici onshore
10564,Sicilia,Impianti eolici onshore
11165,Lazio,Opere portuali e vie navigabili
10562,Lazio,Opere portuali e vie navigabili
10677,Liguria,Opere portuali e vie navigabili
10560,Liguria,Metanodotti
10560,Piemonte,Metanodotti
10548,Puglia,Impianti eolici onshore
10554,Emilia Romagna,Centrali
10551,Lazio,Elettrodotti
10547,Liguria,Opere portuali e vie navigabili
10622,Emilia Romagna,Opere stradali
10537,Puglia,Impianti eolici onshore
10538,Puglia,Impianti eolici onshore
10556,Piemonte,Centrali
