id,regioni,tipologia
14071,Lazio,Fotovoltaici
14073,Emilia Romagna,Opere ferroviarie
14073,Toscana,Opere ferroviarie
14048,Emilia Romagna,Fotovoltaici
14051,Puglia,Fotovoltaici
14032,Puglia,Fotovoltaici
14086,Emilia Romagna,Opere stradali
14086,Lombardia,Opere stradali
14065,Sardegna,Impianti eolici offshore
14038,Basilicata,Fotovoltaici
14038,Puglia,Fotovoltaici
14127,Emilia Romagna,Opere portuali e vie navigabili
14012,Sicilia,Fotovoltaici
14033,Puglia,Fotovoltaici
15126,Veneto,Raffinerie
14063,Sardegna,Opere idrauliche
14020,Sicilia,Impianti eolici onshore
14055,Campania,Opere stradali
14003,Sardegna,Fotovoltaici
14004,Sardegna,Fotovoltaici
14018,Campania,Impianti eolici onshore
14305,Puglia,Aeroporti
14057,Puglia,Fotovoltaici
14477,Piemonte,Attività minerarie
13986,Sardegna,Opere ferroviarie
13999,Basilicata,Fotovoltaici
14039,Molise,Impianti eolici onshore
13967,Sicilia,Opere ferroviarie
14027,Sardegna,Impianti eolici onshore
13961,Lombardia,Opere idrauliche
14052,Basilicata,Fotovoltaici
14028,Sardegna,Fotovoltaici
13995,Basilicata,Impianti idroelettrici
14041,Veneto,Terminali marittimi
14104,Lombardia,Opere stradali
13968,Puglia,Fotovoltaici
14007,Sardegna,Fotovoltaici
13924,Sardegna,Fotovoltaici
14010,Sardegna,Impianti eolici onshore
14030,Sicilia,Fotovoltaici
14023,Sardegna,Fotovoltaici
14844,Trentino Alto Adige,Elettrodotti
13955,Sardegna,Fotovoltaici
13946,Puglia,Impianti eolici onshore
13993,Puglia,Fotovoltaici
14043,Sardegna,Opere idrauliche
13997,Sardegna,Impianti eolici offshore
13982,Sardegna,Aeroporti
13996,Veneto,Coltivazione idrocarburi
14068,Veneto,Coltivazione idrocarburi
14340,Puglia,Fotovoltaici
13927,Lazio,Fotovoltaici
13925,Puglia,Fotovoltaici
13926,Puglia,Fotovoltaici
14006,Puglia,Fotovoltaici
14133,Basilicata,Impianti eolici onshore
13987,Campania,Fotovoltaici
13863,Lazio,Opere stradali
13933,Sicilia,Fotovoltaici
13935,Sicilia,Fotovoltaici
13917,Sardegna,Impianti eolici onshore
13885,Sicilia,Fotovoltaici
13966,Piemonte,Impianti eolici onshore
13979,Campania,Impianti eolici onshore
13888,Calabria,Impianti eolici onshore
13886,Puglia,Fotovoltaici
13906,Puglia,Impianti eolici offshore
13953,Campania,Impianti eolici onshore
13900,Sardegna,Fotovoltaici
14062,Puglia,Fotovoltaici
13994,Campania,Fotovoltaici
14037,Puglia,Fotovoltaici
15545,Lazio,Fotovoltaici
13963,Puglia,Impianti eolici onshore
13960,Sicilia,Fotovoltaici
13936,Basilicata,Fotovoltaici
13950,Puglia,Fotovoltaici
13958,Sicilia,Fotovoltaici
13847,Sardegna,Impianti eolici onshore
13889,Sardegna,Impianti eolici onshore
13949,Sicilia,Fotovoltaici
13819,Lazio,Opere idrauliche
13875,Sardegna,Impianti eolici onshore
13874,Piemonte,Opere idrauliche
13941,Calabria,Impianti eolici onshore
13894,Sardegna,Fotovoltaici
13883,Sardegna,Fotovoltaici
13892,Sardegna,Impianti eolici onshore
13902,Puglia,Impianti eolici offshore
13905,Puglia,Impianti eolici offshore
13988,Veneto,Fotovoltaici
13873,Sardegna,Fotovoltaici
13945,Sicilia,Fotovoltaici
13869,Sardegna,Fotovoltaici
13868,Lazio,Fotovoltaici
14053,Calabria,Impianti eolici onshore
13859,Campania,Metanodotti
13944,Puglia,Fotovoltaici
13910,Emilia Romagna,Impianti di stoccaggio
13832,Piemonte,Opere stradali
13923,Sicilia,Impianti eolici onshore
14026,Emilia Romagna,Centrali
13879,Emilia Romagna,Fotovoltaici
13831,Piemonte,Fotovoltaici
13915,Puglia,Fotovoltaici
13964,Sicilia,Fotovoltaici
13849,Toscana,Impianti eolici onshore
14659,Molise,Fotovoltaici
13836,Calabria,Impianti eolici offshore
13850,Sardegna,Fotovoltaici
13919,Sicilia,Impianti eolici onshore
14009,Emilia Romagna,Coltivazione idrocarburi
13942,Veneto,Fotovoltaici
14061,Basilicata,Impianti eolici onshore
14061,Puglia,Impianti eolici onshore
13851,Sardegna,Fotovoltaici
13830,Calabria,Opere ferroviarie
14021,Puglia,Fotovoltaici
13848,Lazio,Fotovoltaici
13858,Emilia Romagna,Fotovoltaici
13901,Veneto,Fotovoltaici
13856,Sardegna,Fotovoltaici
13931,Sicilia,Fotovoltaici
13880,Sardegna,Fotovoltaici
13952,Molise,Fotovoltaici
13810,Emilia Romagna,Opere stradali
13823,Piemonte,Attività minerarie
13813,Calabria,Opere stradali
13899,Puglia,Opere stradali
12723,Basilicata,Fotovoltaici
12725,Basilicata,Fotovoltaici
14022,Basilicata,Fotovoltaici
14022,Puglia,Fotovoltaici
13954,Sicilia,Impianti eolici onshore
13928,Sicilia,Fotovoltaici
13887,Sardegna,Impianti eolici offshore
13962,Puglia,Fotovoltaici
14178,Friuli Venezia Giulia,Centrali
13828,Liguria,Opere portuali e vie navigabili
13791,Sardegna,Opere idrauliche
13965,Lazio,Impianti eolici offshore
13778,Piemonte,Fotovoltaici
13890,Lombardia,Opere stradali
13857,Abruzzo,Opere idrauliche
13938,Piemonte,Fotovoltaici
14036,Molise,Impianti eolici onshore
13812,Piemonte,Opere ferroviarie
13934,Sicilia,Fotovoltaici
13807,Veneto,Opere idrauliche
13773,Sardegna,Impianti idroelettrici
13764,Marche,Impianti eolici onshore
13845,Sicilia,Fotovoltaici
13864,Puglia,Impianti eolici onshore
13840,Sardegna,Fotovoltaici
12642,Calabria,Fotovoltaici
12791,Sardegna,Fotovoltaici
13913,Basilicata,Fotovoltaici
13765,Lazio,Fotovoltaici
13765,Toscana,Fotovoltaici
13897,Friuli Venezia Giulia,Impianti idroelettrici
14182,Piemonte,Centrali
13811,Sardegna,Opere idrauliche
13854,Puglia,Fotovoltaici
13843,Puglia,Fotovoltaici
13806,Sardegna,Fotovoltaici
13809,Puglia,Fotovoltaici
15052,Marche,Metanodotti
15052,Abruzzo,Metanodotti
13808,Puglia,Fotovoltaici
13802,Sardegna,Impianti eolici offshore
13855,Molise,Impianti eolici onshore
13801,Friuli Venezia Giulia,Opere ferroviarie
13853,Veneto,Opere stradali
13835,Sicilia,Impianti eolici offshore
13817,Molise,Fotovoltaici
13803,Sicilia,Impianti eolici offshore
13827,Puglia,Attività minerarie
13916,Basilicata,Impianti eolici onshore
13804,Sicilia,Opere portuali e vie navigabili
13918,Puglia,Impianti eolici onshore
13815,Puglia,Fotovoltaici
12724,Basilicata,Fotovoltaici
13818,Puglia,Impianti eolici onshore
13749,Sardegna,Opere portuali e vie navigabili
13752,Sardegna,Opere portuali e vie navigabili
13762,Puglia,Impianti eolici onshore
13785,Sicilia,Fotovoltaici
13772,Sardegna,Fotovoltaici
13786,Puglia,Fotovoltaici
13745,Lazio,Fotovoltaici
13753,Puglia,Impianti eolici offshore
13754,Puglia,Impianti eolici offshore
13824,Sardegna,Impianti eolici offshore
13766,Toscana,Opere ferroviarie
13780,Sicilia,Fotovoltaici
13746,Abruzzo,Impianti idroelettrici
13789,Sicilia,Impianti eolici offshore
13844,Sicilia,Fotovoltaici
13792,Sicilia,Impianti eolici onshore
13846,Sicilia,Fotovoltaici
13893,Sicilia,Fotovoltaici
14024,Lombardia,Centrali
13744,Lazio,Fotovoltaici
13776,Puglia,Fotovoltaici
13777,Puglia,Fotovoltaici
13970,Emilia Romagna,Fotovoltaici
13787,Puglia,Fotovoltaici
13783,Sicilia,Impianti eolici onshore
12977,Basilicata,Fotovoltaici
12721,Basilicata,Fotovoltaici
14285,Basilicata,Fotovoltaici
13702,Puglia,Terminali marittimi
12727,Basilicata,Fotovoltaici
13768,Sardegna,Fotovoltaici
13767,Nessuna regione,Fotovoltaici
13770,Molise,Impianti eolici onshore
13781,Sicilia,Impianti eolici offshore
13797,Lazio,Impianti eolici offshore
13798,Lazio,Impianti eolici offshore
13750,Puglia,Fotovoltaici
13750,Molise,Fotovoltaici
13730,Puglia,Fotovoltaici
13730,Molise,Fotovoltaici
13729,Sicilia,Fotovoltaici
13703,Lazio,Opere portuali e vie navigabili
13728,Sardegna,Terminali marittimi
13704,Basilicata,Fotovoltaici
13718,Lazio,Fotovoltaici
13692,Molise,Metanodotti
13692,Abruzzo,Metanodotti
13690,Basilicata,Impianti eolici onshore
13690,Puglia,Impianti eolici onshore
14126,Sicilia,Opere portuali e vie navigabili
13948,Toscana,Raffinerie
13663,Basilicata,Fotovoltaici
13663,Puglia,Fotovoltaici
13710,Sardegna,Metanodotti
13726,Campania,Opere stradali
13825,Basilicata,Impianti eolici onshore
13825,Puglia,Impianti eolici onshore
13725,Sardegna,Opere portuali e vie navigabili
13771,Marche,Impianti di stoccaggio
13722,Sardegna,Fotovoltaici
13732,Marche,Opere stradali
13652,Toscana,Opere portuali e vie navigabili
13742,Abruzzo,Impianti idroelettrici
13723,Puglia,Fotovoltaici
13713,Sardegna,Fotovoltaici
13712,Nessuna regione,Fotovoltaici
14100,Abruzzo,Centrali
13694,Sardegna,Fotovoltaici
13699,Toscana,Opere idrauliche
13689,Liguria,Opere ferroviarie
13720,Molise,Fotovoltaici
13715,Puglia,Fotovoltaici
13662,Umbria,Opere stradali
13717,Toscana,Opere stradali
13805,Sardegna,Opere idrauliche
13721,Puglia,Fotovoltaici
13683,Sicilia,Fotovoltaici
13895,Sardegna,Fotovoltaici
13736,Puglia,Impianti eolici onshore
13682,Campania,Impianti eolici onshore
13671,Campania,Fotovoltaici
14060,Basilicata,Ricerca idrocarburi
13629,Calabria,Opere stradali
13605,Marche,Opere ferroviarie
13693,Campania,Fotovoltaici
13691,Sicilia,Impianti eolici offshore
13664,Sardegna,Opere stradali
13644,Puglia,Aeroporti
13734,Basilicata,Impianti eolici onshore
13681,Puglia,Fotovoltaici
13711,Calabria,Aeroporti
13620,Lombardia,Opere ferroviarie
13666,Veneto,Opere stradali
13733,Basilicata,Impianti eolici onshore
13733,Puglia,Impianti eolici onshore
13585,Basilicata,Fotovoltaici
13735,Basilicata,Impianti eolici onshore
13669,Emilia Romagna,Fotovoltaici
13667,Molise,Fotovoltaici
13714,Lazio,Fotovoltaici
13665,Puglia,Fotovoltaici
13654,Sardegna,Impianti eolici onshore
13758,Piemonte,Opere ferroviarie
13589,Piemonte,Opere stradali
13759,Puglia,Impianti eolici onshore
13642,Sicilia,Impianti eolici onshore
13586,Sicilia,Fotovoltaici
13633,Sardegna,Opere stradali
13656,Molise,Centrali
14105,Sardegna,Impianti eolici onshore
13643,Sicilia,Fotovoltaici
13852,Piemonte,Impianti di trattamento e stoccaggio temporaneo rifiuti radioattivi
13658,Puglia,Fotovoltaici
13563,Toscana,Opere stradali
13564,Calabria,Opere stradali
13660,Puglia,Fotovoltaici
13648,Sicilia,Fotovoltaici
14046,Lombardia,Centrali
13562,Piemonte,Opere stradali
13655,Puglia,Fotovoltaici
13639,Sardegna,Fotovoltaici
13574,Campania,Opere portuali e vie navigabili
13638,Sardegna,Fotovoltaici
13757,Sardegna,Terminali marittimi
13596,Lazio,Fotovoltaici
13653,Sicilia,Fotovoltaici
13647,Sicilia,Fotovoltaici
13593,Sicilia,Elettrodotti
13645,Sicilia,Fotovoltaici
13584,Liguria,Aeroporti
13553,Lombardia,Opere stradali
13592,Puglia,Opere stradali
13651,Puglia,Impianti eolici onshore
13581,Abruzzo,Opere portuali e vie navigabili
13535,Friuli Venezia Giulia,Interporti
14275,Puglia,Fotovoltaici
13566,Piemonte,Centrali
13624,Puglia,Fotovoltaici
13615,Sicilia,Opere portuali e vie navigabili
13587,Emilia Romagna,Coltivazione idrocarburi
13588,Emilia Romagna,Coltivazione idrocarburi
13538,Calabria,Aeroporti
13616,Puglia,Fotovoltaici
13614,Sicilia,Fotovoltaici
14290,Piemonte,Raffinerie
13613,Puglia,Fotovoltaici
13548,Veneto,Opere stradali
13515,Valle d,Impianti idroelettrici
13635,Sardegna,Fotovoltaici
13641,Sicilia,Fotovoltaici
13612,Puglia,Fotovoltaici
13611,Sicilia,Impianti eolici onshore
13506,Trentino Alto Adige,Opere ferroviarie
13650,Friuli Venezia Giulia,Fotovoltaici
13602,Lombardia,Fotovoltaici
13640,Sardegna,Fotovoltaici
13601,Lazio,Fotovoltaici
13600,Emilia Romagna,Impianti eolici onshore
13439,Marche,Impianti idroelettrici
13634,Sardegna,Fotovoltaici
13595,Sardegna,Impianti eolici offshore
13608,Puglia,Fotovoltaici
13646,Basilicata,Fotovoltaici
13467,Piemonte,Opere stradali
13452,Calabria,Opere stradali
13619,Campania,Fotovoltaici
13419,Sardegna,Opere idrauliche
13599,Toscana,Fotovoltaici
13617,Sicilia,Fotovoltaici
13622,Sicilia,Fotovoltaici
13626,Puglia,Fotovoltaici
13621,Puglia,Fotovoltaici
13466,Piemonte,Centrali
13523,Sicilia,Metanodotti
13447,Sicilia,Elettrodotti
13607,Calabria,Fotovoltaici
13558,Puglia,Fotovoltaici
13604,Sicilia,Fotovoltaici
13598,Emilia Romagna,Fotovoltaici
13606,Sicilia,Fotovoltaici
13747,Abruzzo,Impianti di stoccaggio
13534,Sardegna,Opere portuali e vie navigabili
14015,Puglia,Fotovoltaici
13366,Marche,Opere idrauliche
13591,Sicilia,Impianti eolici offshore
13583,Puglia,Fotovoltaici
13533,Lazio,Fotovoltaici
13582,Emilia Romagna,Centrali
14059,Puglia,Fotovoltaici
13364,Lombardia,Opere ferroviarie
14069,Puglia,Fotovoltaici
13580,Veneto,Fotovoltaici
13490,Toscana,Opere stradali
14101,Sicilia,Fotovoltaici
13751,Sardegna,Fotovoltaici
13529,Puglia,Impianti eolici onshore
13517,Molise,Fotovoltaici
12936,Basilicata,Fotovoltaici
13516,Sicilia,Fotovoltaici
13542,Emilia Romagna,Fotovoltaici
13547,Basilicata,Fotovoltaici
13429,Puglia,Impianti eolici onshore
13315,Calabria,Opere stradali
13513,Sardegna,Fotovoltaici
13543,Sicilia,Fotovoltaici
13321,Puglia,Opere stradali
13385,Marche,Opere portuali e vie navigabili
14058,Molise,Impianti eolici onshore
13512,Sardegna,Fotovoltaici
13539,Emilia Romagna,Fotovoltaici
13514,Sicilia,Fotovoltaici
14050,Molise,Fotovoltaici
14049,Puglia,Centrali
13416,Puglia,Impianti eolici onshore
13876,Puglia,Fotovoltaici
13312,Puglia,Impianti eolici onshore
13436,Sicilia,Fotovoltaici
13526,Puglia,Fotovoltaici
13501,Sicilia,Metanodotti
13527,Sardegna,Fotovoltaici
13496,Sardegna,Impianti eolici offshore
13511,Sicilia,Fotovoltaici
13235,Liguria,Opere portuali e vie navigabili
13510,Puglia,Fotovoltaici
13455,Sicilia,Impianti eolici offshore
13343,Basilicata,Impianti eolici onshore
13240,Friuli Venezia Giulia,Terminali marittimi
13974,Sardegna,Opere stradali
13842,Sicilia,Fotovoltaici
13477,Puglia,Fotovoltaici
13459,Campania,Fotovoltaici
13508,Sicilia,Fotovoltaici
13218,Puglia,Opere ferroviarie
13218,Molise,Opere ferroviarie
13481,Puglia,Fotovoltaici
13479,Puglia,Fotovoltaici
13275,Emilia Romagna,Impianti di stoccaggio
13473,Molise,Fotovoltaici
13196,Campania,Opere idrauliche
13493,Sicilia,Fotovoltaici
13189,Sicilia,Impianti idroelettrici
13487,Sicilia,Fotovoltaici
13179,Puglia,Opere portuali e vie navigabili
13491,Lazio,Fotovoltaici
13498,Sardegna,Opere stradali
13208,Sardegna,Opere ferroviarie
13492,Puglia,Opere stradali
13494,Lazio,Impianti eolici onshore
13488,Puglia,Fotovoltaici
13489,Sardegna,Impianti eolici onshore
13507,Sicilia,Fotovoltaici
13497,Sicilia,Fotovoltaici
13505,Sicilia,Fotovoltaici
13192,Liguria,Opere portuali e vie navigabili
13178,Puglia,Opere ferroviarie
13178,Campania,Opere ferroviarie
13444,Sicilia,Fotovoltaici
13445,Sicilia,Fotovoltaici
13499,Puglia,Fotovoltaici
13448,Puglia,Fotovoltaici
14287,Campania,Fotovoltaici
14288,Campania,Fotovoltaici
13172,Marche,Opere stradali
13446,Sicilia,Impianti eolici onshore
13474,Puglia,Fotovoltaici
13522,Sicilia,Fotovoltaici
13475,Lazio,Fotovoltaici
13317,Puglia,Impianti eolici onshore
13453,Campania,Impianti eolici onshore
13472,Puglia,Fotovoltaici
13468,Sicilia,Fotovoltaici
13461,Puglia,Fotovoltaici
13233,Campania,Centrali
13165,Emilia Romagna,Prospezione idrocarburi
13213,Sardegna,Opere portuali e vie navigabili
13434,Puglia,Fotovoltaici
13437,Puglia,Fotovoltaici
13435,Puglia,Fotovoltaici
13460,Sicilia,Fotovoltaici
13476,Puglia,Fotovoltaici
13190,Lombardia,Elettrodotti
13433,Lazio,Impianti eolici onshore
13462,Sardegna,Impianti eolici onshore
13458,Sicilia,Fotovoltaici
13181,Sicilia,Opere portuali e vie navigabili
13152,Puglia,Opere stradali
13153,Calabria,Opere portuali e vie navigabili
13482,Sardegna,Fotovoltaici
13451,Sicilia,Fotovoltaici
13464,Sardegna,Fotovoltaici
13454,Sardegna,Fotovoltaici
13463,Puglia,Fotovoltaici
13197,Molise,Opere stradali
13418,Puglia,Fotovoltaici
13423,Sardegna,Fotovoltaici
13260,Veneto,Opere ferroviarie
13147,Liguria,Risanamento ambientale
13274,Calabria,Centrali
13410,Sicilia,Impianti eolici onshore
13456,Umbria,Fotovoltaici
13412,Sicilia,Fotovoltaici
13411,Sardegna,Impianti eolici onshore
13151,Lombardia,Opere ferroviarie
13417,Puglia,Fotovoltaici
13244,Sicilia,Fotovoltaici
13257,Sicilia,Fotovoltaici
13248,Abruzzo,Fotovoltaici
13426,Emilia Romagna,Fotovoltaici
13425,Puglia,Fotovoltaici
13420,Molise,Fotovoltaici
13427,Sicilia,Fotovoltaici
13421,Sicilia,Fotovoltaici
13141,Abruzzo,Opere stradali
13250,Sicilia,Fotovoltaici
13247,Puglia,Fotovoltaici
13249,Sicilia,Fotovoltaici
13143,Sicilia,Opere ferroviarie
13144,Sicilia,Opere ferroviarie
13253,Marche,Impianti eolici onshore
13251,Puglia,Fotovoltaici
13239,Puglia,Impianti eolici offshore
13246,Campania,Fotovoltaici
13229,Veneto,Centrali
15908,Lombardia,Centrali
13187,Veneto,Opere stradali
13470,Sardegna,Fotovoltaici
13415,Sardegna,Fotovoltaici
13310,Lazio,Centrali
13243,Lazio,Fotovoltaici
13188,Puglia,Opere stradali
13428,Lazio,Fotovoltaici
13133,Campania,Opere portuali e vie navigabili
13199,Sicilia,Impianti idroelettrici
13430,Sicilia,Fotovoltaici
13432,Campania,Impianti eolici onshore
13450,Lombardia,Fotovoltaici
13422,Calabria,Impianti eolici onshore
13413,Sardegna,Fotovoltaici
13431,Sardegna,Impianti eolici onshore
13180,Molise,Impianti eolici onshore
13131,Sicilia,Opere ferroviarie
13268,Basilicata,Impianti eolici onshore
13238,Puglia,Impianti eolici onshore
13122,Calabria,Opere stradali
13405,Sardegna,Fotovoltaici
13390,Sardegna,Impianti eolici onshore
13114,Calabria,Opere stradali
13408,Sardegna,Fotovoltaici
13384,Puglia,Fotovoltaici
13220,Sardegna,Opere stradali
13215,Lazio,Fotovoltaici
13406,Sardegna,Fotovoltaici
13121,Puglia,Impianti eolici offshore
13108,Puglia,Opere portuali e vie navigabili
13107,Sardegna,Opere portuali e vie navigabili
14866,Sicilia,Impianti eolici onshore
13709,Campania,Impianti eolici onshore
13123,Puglia,Opere ferroviarie
13398,Puglia,Fotovoltaici
13191,Sicilia,Opere stradali
13160,Molise,Impianti eolici onshore
15117,Lombardia,Coltivazione idrocarburi
13183,Marche,Opere stradali
13402,Lazio,Fotovoltaici
13098,Sicilia,Opere idrauliche
13102,Emilia Romagna,Opere idrauliche
13161,Piemonte,Fotovoltaici
13401,Sicilia,Fotovoltaici
13099,Lombardia,Opere stradali
13360,Sicilia,Opere portuali e vie navigabili
13318,Marche,Aeroporti
13217,Sicilia,Fotovoltaici
13389,Basilicata,Fotovoltaici
13117,Molise,Fotovoltaici
13407,Sardegna,Fotovoltaici
13221,Puglia,Fotovoltaici
13381,Sardegna,Impianti eolici onshore
13362,Sicilia,Opere stradali
13052,Sardegna,Impianti eolici offshore
13119,Molise,Fotovoltaici
13222,Campania,Fotovoltaici
13404,Lazio,Fotovoltaici
13441,Sardegna,Fotovoltaici
13380,Puglia,Fotovoltaici
13058,Abruzzo,Aeroporti
13130,Sardegna,Opere idrauliche
13440,Sardegna,Fotovoltaici
13100,Lombardia,Impianti di stoccaggio
13046,Sardegna,Opere portuali e vie navigabili
13088,Liguria,Impianti di rigassificazione
13104,Veneto,Opere stradali
13219,Sicilia,Impianti eolici onshore
13056,Sicilia,Opere ferroviarie
13388,Puglia,Fotovoltaici
13113,Basilicata,Fotovoltaici
13116,Basilicata,Fotovoltaici
13112,Basilicata,Fotovoltaici
13393,Basilicata,Fotovoltaici
13382,Basilicata,Fotovoltaici
13378,Puglia,Fotovoltaici
13118,Molise,Impianti eolici onshore
13048,Emilia Romagna,Opere stradali
13035,Liguria,Opere stradali
13379,Puglia,Fotovoltaici
13375,Puglia,Fotovoltaici
13369,Lazio,Fotovoltaici
13064,Sardegna,Opere portuali e vie navigabili
13357,Sardegna,Fotovoltaici
13214,Puglia,Fotovoltaici
13209,Emilia Romagna,Fotovoltaici
13377,Puglia,Fotovoltaici
13031,Piemonte,Metanodotti
13373,Sardegna,Fotovoltaici
13120,Abruzzo,Impianti chimici integrati
13367,Emilia Romagna,Fotovoltaici
13361,Sardegna,Impianti eolici onshore
13037,Veneto,Opere ferroviarie
13862,Puglia,Fotovoltaici
13022,Sicilia,Opere stradali
13370,Sicilia,Fotovoltaici
13365,Lazio,Fotovoltaici
13012,Sardegna,Opere idrauliche
13350,Campania,Impianti eolici onshore
13124,Lombardia,Opere ferroviarie
13135,Campania,Opere stradali
13363,Puglia,Fotovoltaici
13480,Puglia,Fotovoltaici
12993,Marche,Opere stradali
13347,Campania,Impianti eolici onshore
13017,Sardegna,Opere idrauliche
12990,Veneto,Aeroporti
13661,Calabria,Centrali
13157,Sardegna,Impianti eolici onshore
13438,Sardegna,Fotovoltaici
13027,Toscana,Opere stradali
13399,Marche,Fotovoltaici
13395,Sardegna,Fotovoltaici
14160,Lombardia,Centrali
13353,Campania,Impianti eolici onshore
12991,Marche,Opere ferroviarie
12995,Marche,Opere stradali
13011,Lombardia,Centrali
13374,Puglia,Fotovoltaici
13271,Marche,Centrali
13002,Veneto,Opere idrauliche
13371,Puglia,Fotovoltaici
13368,Puglia,Fotovoltaici
13354,Sicilia,Fotovoltaici
12999,Piemonte,Fotovoltaici
13242,Puglia,Elettrodotti
13241,Puglia,Elettrodotti
13351,Sardegna,Impianti eolici onshore
13627,Marche,Fotovoltaici
13352,Toscana,Fotovoltaici
14294,Basilicata,Impianti eolici onshore
13372,Basilicata,Fotovoltaici
13356,Sardegna,Fotovoltaici
13332,Puglia,Fotovoltaici
13028,Lombardia,Opere stradali
13110,Trentino Alto Adige,Elettrodotti
14817,Emilia Romagna,Coltivazione idrocarburi
13228,Veneto,Opere stradali
12956,Sardegna,Opere portuali e vie navigabili
14815,Emilia Romagna,Coltivazione idrocarburi
12951,Calabria,Opere ferroviarie
13033,Basilicata,Impianti eolici onshore
13109,Puglia,Impianti eolici onshore
12953,Puglia,Opere ferroviarie
13077,Puglia,Fotovoltaici
12941,Marche,Opere portuali e vie navigabili
12940,Lombardia,Impianti idroelettrici
12955,Sicilia,Fotovoltaici
13329,Campania,Fotovoltaici
13346,Campania,Fotovoltaici
13211,Puglia,Fotovoltaici
13029,Lombardia,Interporti
12933,Emilia Romagna,Interporti
12946,Lombardia,Opere stradali
13129,Sardegna,Opere portuali e vie navigabili
12986,Calabria,Opere portuali e vie navigabili
13065,Sicilia,Impianti eolici offshore
13140,Veneto,Raffinerie
13344,Sardegna,Fotovoltaici
12943,Toscana,Opere stradali
13342,Sardegna,Fotovoltaici
13050,Puglia,Impianti eolici onshore
13358,Sardegna,Impianti eolici onshore
12930,Piemonte,Fotovoltaici
13326,Lazio,Fotovoltaici
13524,Basilicata,Elettrodotti
13341,Sardegna,Impianti eolici onshore
13136,Puglia,Opere stradali
13194,Puglia,Fotovoltaici
13137,Puglia,Opere stradali
13337,Campania,Impianti eolici onshore
13340,Lazio,Impianti eolici onshore
13340,Umbria,Impianti eolici onshore
13201,Sicilia,Fotovoltaici
13345,Puglia,Fotovoltaici
13323,Puglia,Fotovoltaici
13339,Sicilia,Fotovoltaici
12948,Veneto,Opere portuali e vie navigabili
13081,Lazio,Impianti eolici offshore
13081,Sardegna,Impianti eolici offshore
12907,Veneto,Opere stradali
13338,Puglia,Fotovoltaici
13079,Sardegna,Impianti eolici offshore
13159,Sardegna,Impianti eolici offshore
12975,Veneto,Metanodotti
13049,Puglia,Impianti eolici onshore
12908,Piemonte,Impianti idroelettrici
13149,Abruzzo,Prospezione idrocarburi
13036,Basilicata,Impianti eolici onshore
13866,Sardegna,Opere portuali e vie navigabili
12915,Sicilia,Opere portuali e vie navigabili
13195,Puglia,Fotovoltaici
13327,Molise,Fotovoltaici
13549,Lazio,Opere portuali e vie navigabili
13084,Lombardia,Impianti di stoccaggio
12921,Puglia,Fotovoltaici
12927,Puglia,Fotovoltaici
12949,Campania,Fotovoltaici
13039,Puglia,Elettrodotti
13322,Sardegna,Impianti eolici onshore
13026,Sardegna,Opere portuali e vie navigabili
13330,Piemonte,Fotovoltaici
12889,Piemonte,Centrali
12926,Basilicata,Fotovoltaici
13336,Sardegna,Fotovoltaici
12919,Sicilia,Fotovoltaici
13325,Puglia,Fotovoltaici
12873,Sardegna,Opere portuali e vie navigabili
12882,Sicilia,Elettrodotti
12884,Campania,Opere ferroviarie
12898,Basilicata,Fotovoltaici
12880,Veneto,Fotovoltaici
13333,Sardegna,Fotovoltaici
12925,Lazio,Fotovoltaici
13101,Puglia,Impianti eolici onshore
12917,Basilicata,Impianti eolici onshore
12867,Veneto,Opere portuali e vie navigabili
12900,Liguria,Aeroporti
12992,Emilia Romagna,Impianti eolici offshore
13308,Sardegna,Fotovoltaici
13013,Puglia,Impianti eolici onshore
12913,Sicilia,Fotovoltaici
12906,Puglia,Fotovoltaici
13305,Basilicata,Fotovoltaici
12904,Basilicata,Fotovoltaici
12924,Basilicata,Fotovoltaici
13207,Sicilia,Fotovoltaici
12901,Toscana,Elettrodotti
12903,Friuli Venezia Giulia,Opere stradali
12903,Veneto,Opere stradali
12891,Sardegna,Fotovoltaici
12858,Lombardia,Attività minerarie
12890,Lazio,Fotovoltaici
12890,Toscana,Fotovoltaici
13307,Puglia,Fotovoltaici
12866,Sicilia,Fotovoltaici
13055,Sardegna,Impianti eolici offshore
13296,Puglia,Fotovoltaici
13649,Calabria,Impianti eolici onshore
12892,Puglia,Fotovoltaici
13063,Emilia Romagna,Metanodotti
13063,Marche,Metanodotti
12854,Piemonte,Attività minerarie
13025,Basilicata,Impianti eolici onshore
12887,Puglia,Fotovoltaici
13005,Basilicata,Impianti eolici onshore
13706,Toscana,Impianti geotermici
12842,Sardegna,Opere portuali e vie navigabili
12847,Sicilia,Opere stradali
12989,Veneto,Opere idrauliche
12824,Calabria,Opere stradali
12848,Sicilia,Impianti eolici onshore
12829,Puglia,Fotovoltaici
12832,Molise,Fotovoltaici
12843,Campania,Fotovoltaici
13303,Sicilia,Fotovoltaici
12819,Liguria,Opere portuali e vie navigabili
12845,Puglia,Fotovoltaici
12916,Basilicata,Centrali
12850,Campania,Impianti eolici onshore
12798,Friuli Venezia Giulia,Interporti
12810,Liguria,Opere portuali e vie navigabili
12812,Lazio,Opere stradali
13032,Campania,Opere stradali
12896,Puglia,Fotovoltaici
12834,Sardegna,Fotovoltaici
13067,Sicilia,Ricerca idrocarburi
